iShares Russell 3000 ETF,,,,,,,,,
Inception Date,22-May-00,,,,,,,,
Fund Holdings as of,6-Jun-14,,,,,,,,
Total Net Assets ($000s),"$5,728.4 M",,,,,,,,
Number of Securities,"2,986",,,,,,,,
Stock,99.84%,,,,,,,,
Bond,0.00%,,,,,,,,
Cash,0.00%,,,,,,,,
Other,0.16%,,,,,,,,
 ,,,,,,,,,
Ticker,ISIN,SEDOL,Name,Weight (%),Sector,Market Value,Shares,Price,Exchange
AWH,CH0121032772,B4LMCN9,ALLIED WORLD ASSURANCE COMPANY HOL,0.02,Financial Services,"$1,021,542 ","27,111",37.68,New York Stock Exchange Inc.
STLD,US8581191009,2849472,STEEL DYNAMICS INC.,0.02,Materials & Processing,"$1,019,729 ","57,677",17.68,NASDAQ
MTW,US5635711089,2562047,MANITOWOC CO.,0.02,Producer Durables,"$1,018,287 ","34,671",29.37,New York Stock Exchange Inc.
OCN,US6757463095,B14PL71,OCWEN FINANCIAL CORP.,0.02,Financial Services,"$1,013,750 ","27,171",37.31,New York Stock Exchange Inc.
KBR,US48242W1062,B1HHB18,KBR INC,0.02,Producer Durables,"$1,013,293 ","39,078",25.93,New York Stock Exchange Inc.
BC,US1170431092,2149309,BRUNSWICK CORP,0.02,Consumer Discretionary,"$1,011,043 ","23,540",42.95,New York Stock Exchange Inc.
ALGN,US0162551016,2679204,ALIGN TECHNOLOGY INC.,0.02,Health Care,"$1,004,477 ","18,821",53.37,NASDAQ
AOS,US8318652091,2816023,A.O. SMITH CORP.,0.02,Producer Durables,"$999,250 ","19,989",49.99,New York Stock Exchange Inc.
ARRS,US04270V1061,B9SMM04,ARRIS GROUP INC.,0.02,Technology,"$996,557 ","30,053",33.16,NASDAQ
TWO,US90187B1017,B563MS9,TWO HARBORS INVESTMENT REIT CORP,0.02,Financial Services,"$996,571 ","94,283",10.57,New York Stock Exchange Inc.
SAVE,US8485771021,B3ZG8F4,SPIRIT AIRLINES INC.,0.02,Producer Durables,"$995,813 ","15,784",63.09,NASDAQ
NEU,US6515871076,B01CGF1,NEWMARKET CORPORATION,0.02,Materials & Processing,"$993,835 ","2,523",393.91,New York Stock Exchange Inc.
CBT,US1270551013,2162500,CABOT CORP.,0.02,Materials & Processing,"$993,146 ","16,714",59.42,New York Stock Exchange Inc.
TE,US8723751009,2880255,TECO ENERGY INC.,0.02,Utilities,"$992,820 ","56,765",17.49,New York Stock Exchange Inc.
WTM,BMG9618E1075,2339252,WHITE MOUNTAINS INSURANCE GROUP LT,0.02,Financial Services,"$987,152 ","1,648",599,New York Stock Exchange Inc.
TTC,US8910921084,2897040,TORO CO.,0.02,Producer Durables,"$986,076 ","15,073",65.42,New York Stock Exchange Inc.
SGEN,US8125781026,2738127,SEATTLE GENETICS INC.,0.02,Health Care,"$985,685 ","26,313",37.46,NASDAQ
RLJ,US74965L1017,B3PY1N7,RLJ LODGING TRUST REIT,0.02,Financial Services,"$982,836 ","34,840",28.21,New York Stock Exchange Inc.
CNO,US12621E1038,2657750,CNO FINANCIAL GROUP INC.,0.02,Financial Services,"$980,628 ","58,163",16.86,New York Stock Exchange Inc.
WPC,US92936U1097,B826YT8,W. P. CAREY REIT INC,0.02,Financial Services,"$975,500 ","15,010",64.99,New York Stock Exchange Inc.
CLH,US1844961078,2202473,CLEAN HARBORS INC.,0.02,Producer Durables,"$971,529 ","15,841",61.33,New York Stock Exchange Inc.
CR,US2243991054,2231897,CRANE ORD,0.02,Producer Durables,"$971,384 ","12,849",75.6,New York Stock Exchange Inc.
GNC,US36191G1076,B3VLKV3,GNC HOLDINGS INC. CL A,0.02,Consumer Staples,"$971,050 ","25,730",37.74,New York Stock Exchange Inc.
DAN,US2358252052,B2PFJR3,DANA HOLDING CORP.,0.02,Consumer Discretionary,"$968,873 ","42,420",22.84,New York Stock Exchange Inc.
CYT,US2328201007,2242952,CYTEC INDUSTRIES INC,0.02,Materials & Processing,"$968,856 ","9,568",101.26,New York Stock Exchange Inc.
ATML,US0495131049,2062310,ATMEL CORP.,0.02,Technology,"$968,147 ","112,314",8.62,NASDAQ
CNK,US17243V1026,B1W7RQ0,CINEMARK HOLDINGS INC.,0.02,Consumer Discretionary,"$965,581 ","30,288",31.88,New York Stock Exchange Inc.
URBN,US9170471026,2933438,URBAN OUTFITTERS INC.,0.02,Consumer Discretionary,"$965,195 ","28,058",34.4,NASDAQ
HEI,US4228061093,2419217,HEICO CORP.,0.02,Producer Durables,"$964,111 ","17,309",55.7,New York Stock Exchange Inc.
BWC,US05615F1021,B432VZ2,BABCOCK & WILCOX CO.,0.02,Producer Durables,"$963,470 ","29,392",32.78,New York Stock Exchange Inc.
AMCX,US00164V1035,B4MG4Z6,AMC NETWORKS INC. CL A,0.02,Consumer Discretionary,"$963,052 ","15,731",61.22,NASDAQ
KMT,US4891701009,2488121,KENNAMETAL INC.,0.02,Producer Durables,"$962,944 ","20,436",47.12,New York Stock Exchange Inc.
ALNY,US02043Q1076,B00FWN1,ALNYLAM PHARMACEUTICALS INC.,0.02,Health Care,"$960,891 ","15,665",61.34,NASDAQ
BRO,US1152361010,2692687,BROWN & BROWN INC.,0.02,Financial Services,"$957,901 ","31,131",30.77,New York Stock Exchange Inc.
TDY,US8793601050,2503477,TELEDYNE TECHNOLOGIES INC.,0.02,Producer Durables,"$957,586 ","9,701",98.71,New York Stock Exchange Inc.
ELS,US29472R1086,2563125,EQUITY LIFESTYLE PROPERTIES INC.,0.02,Financial Services,"$957,383 ","21,734",44.05,New York Stock Exchange Inc.
LHO,US5179421087,2240161,LASALLE HOTEL PROPERTIES,0.02,Financial Services,"$957,340 ","27,749",34.5,New York Stock Exchange Inc.
TGI,US8968181011,2893071,TRIUMPH GROUP INC.,0.02,Producer Durables,"$956,848 ","13,532",70.71,New York Stock Exchange Inc.
CBSH,US2005251036,2213204,COMMERCE BANCSHARES INC.,0.02,Financial Services,"$954,979 ","21,170",45.11,NASDAQ
NPSP,US62936P1030,2651785,NPS PHARMACEUTICALS INC,0.02,Health Care,"$954,649 ","27,591",34.6,NASDAQ
FEIC,US30241L1098,2355764,FEI CO.,0.02,Technology,"$951,982 ","10,926",87.13,NASDAQ
ESL,US2974251009,2322047,ESTERLINE TECHNOLOGIES CORP.,0.02,Producer Durables,"$939,583 ","8,032",116.98,New York Stock Exchange Inc.
VR,BMG9319H1025,B23HRW2,VALIDUS HOLDINGS LTD.,0.02,Financial Services,"$939,245 ","24,678",38.06,New York Stock Exchange Inc.
HAIN,US4052171000,2492337,HAIN CELESTIAL GROUP INC.,0.02,Consumer Staples,"$934,746 ","10,037",93.13,NASDAQ
HME,US4373061039,2414074,HOME PROPERTIES INC.,0.02,Financial Services,"$932,020 ","14,941",62.38,New York Stock Exchange Inc.
OIS,US6780261052,2724472,OIL STATES INTERNATIONAL INC.,0.02,Energy,"$931,524 ","14,440",64.51,New York Stock Exchange Inc.
ULTI,US90385D1072,2249964,ULTIMATE SOFTWARE GROUP INC.,0.02,Technology,"$929,183 ","7,208",128.91,NASDAQ
CYN,US1785661059,2199111,CITY NATIONAL CORP.,0.02,Financial Services,"$929,058 ","12,366",75.13,New York Stock Exchange Inc.
WWD,US9807451037,2948089,WOODWARD INC.,0.02,Producer Durables,"$928,528 ","18,210",50.99,NASDAQ
RBC,US7587501039,2730082,REGAL-BELOIT CORP.,0.02,Producer Durables,"$927,597 ","11,782",78.73,New York Stock Exchange Inc.
TMH,US87817A1079,B51NDL4,TEAM HEALTH HOLDINGS INC.,0.02,Health Care,"$926,660 ","17,962",51.59,New York Stock Exchange Inc.
TER,US8807701029,2884183,TERADYNE INC.,0.02,Technology,"$925,478 ","48,993",18.89,New York Stock Exchange Inc.
DNOW,US67011P1003,BMH0MV1,NOW INC,0.02,Energy,"$923,582 ","28,158",32.8,New York Stock Exchange Inc.
TPX,US88023U1016,2216991,TEMPUR SEALY INTERNATIONAL INC,0.02,Consumer Discretionary,"$923,309 ","15,644",59.02,New York Stock Exchange Inc.
URS,US9032361076,2910550,URS CORP.,0.02,Producer Durables,"$920,468 ","19,902",46.25,New York Stock Exchange Inc.
DYN,US26817R1086,B6TFK30,DYNEGY INC.,0.02,Utilities,"$916,546 ","26,217",34.96,New York Stock Exchange Inc.
X,US9129091081,2824770,US STEEL CORP CORP,0.02,Materials & Processing,"$912,192 ","37,866",24.09,New York Stock Exchange Inc.
MSG,US55826P1003,B60SJT7,MADISON SQUARE GARDEN ORD,0.02,Consumer Discretionary,"$911,273 ","15,898",57.32,NASDAQ
KOG,CA50015Q1000,B06MB40,KODIAK OIL & GAS CORP.,0.02,Energy,"$908,733 ","69,475",13.08,New York Stock Exchange Inc.
FLO,US3434981011,2744243,FLOWERS FOODS INC.,0.02,Consumer Staples,"$903,998 ","44,119",20.49,New York Stock Exchange Inc.
SNV,US87161C5013,BMH4NJ8,SYNOVUS FINANCIAL CORP,0.02,Financial Services,"$903,654 ","36,600",24.69,London Stock Exchange
ACM,US00766T1007,B1VZ431,AECOM TECHNOLOGY CORP.,0.02,Producer Durables,"$903,034 ","27,282",33.1,New York Stock Exchange Inc.
PDCO,US7033951036,2672689,PATTERSON COS. INC.,0.02,Health Care,"$897,876 ","22,870",39.26,NASDAQ
INT,US9814751064,2469450,WORLD FUEL SERVICES CORP.,0.02,Energy,"$895,293 ","18,900",47.37,New York Stock Exchange Inc.
CVC,US12686C1099,2162243,CABLEVISION SYSTEMS CORP.,0.02,Consumer Discretionary,"$894,626 ","51,034",17.53,New York Stock Exchange Inc.
ENS,US29275Y1029,B020GQ5,ENERSYS INC.,0.02,Producer Durables,"$892,529 ","12,601",70.83,New York Stock Exchange Inc.
SKT,US8754651060,2874582,TANGER FACTORY OUTLET CENTERS INC.,0.02,Financial Services,"$889,963 ","24,416",36.45,New York Stock Exchange Inc.
ISIS,US4643301090,2459785,ISIS PHARMACEUTICALS INC.,0.02,Health Care,"$889,869 ","29,272",30.4,NASDAQ
WCG,US94946T1060,B01R258,WELLCARE HEALTH PLANS INC.,0.02,Health Care,"$884,992 ","11,406",77.59,New York Stock Exchange Inc.
UNFI,US9111631035,2895163,UNITED NATURAL FOODS INC.,0.02,Consumer Staples,"$884,938 ","12,855",68.84,NASDAQ
CIM,US16934Q1094,B295NH7,CHIMERA INVESTMENT CORP.,0.02,Financial Services,"$881,680 ","270,454",3.26,New York Stock Exchange Inc.
SD,US80007P3073,B28M896,SANDRIDGE ENERGY INC.,0.02,Energy,"$879,494 ","128,958",6.82,New York Stock Exchange Inc.
LYV,US5380341090,B0T7YX2,LIVE NATION ENTERTAINMENT INC.,0.02,Consumer Discretionary,"$879,444 ","36,613",24.02,New York Stock Exchange Inc.
EAT,US1096411004,2193544,BRINKER INTERNATIONAL INC.,0.02,Consumer Discretionary,"$877,009 ","17,026",51.51,New York Stock Exchange Inc.
BKD,US1124631045,B0PZN33,BROOKDALE SENIOR LIVING INC.,0.02,Health Care,"$875,691 ","25,605",34.2,New York Stock Exchange Inc.
CWH,US2032331017,2417749,COMMONWEALTH REIT,0.02,Financial Services,"$874,378 ","31,161",28.06,New York Stock Exchange Inc.
MOG.A,US6153942023,2601218,MOOG INC. CL A,0.02,Producer Durables,"$873,626 ","11,925",73.26,New York Stock Exchange Inc.
BDC,US0774541066,B01WL78,BELDEN INC.,0.02,Materials & Processing,"$867,692 ","11,408",76.06,New York Stock Exchange Inc.
GLPI,US36467J1088,BFPK4S5,GAMING AND LEISURE PROPERTIES REIT,0.02,Financial Services,"$866,592 ","25,177",34.42,NASDAQ
VVC,US92240G1013,2572949,VECTREN CORP.,0.02,Utilities,"$866,193 ","21,617",40.07,New York Stock Exchange Inc.
XLS,US30162A1088,B713S57,EXELIS INC.,0.02,Producer Durables,"$864,197 ","48,963",17.65,New York Stock Exchange Inc.
PDM,US7201902068,B3M3278,PIEDMONT OFFICE REALTY TRUST REIT,0.02,Financial Services,"$862,624 ","43,788",19.7,New York Stock Exchange Inc.
WDAY,US98138H1014,B8K6ZD1,WORKDAY INC.,0.02,Technology,"$859,354 ","10,608",81.01,New York Stock Exchange Inc.
WLK,US9604131022,B01ZP20,WESTLAKE CHEMICAL CORP.,0.01,Materials & Processing,"$857,796 ","10,419",82.33,New York Stock Exchange Inc.
RVBD,US7685731074,B1FH886,RIVERBED TECHNOLOGY INC.,0.01,Technology,"$857,351 ","42,889",19.99,NASDAQ
TIBX,US88632Q1031,2437747,TIBCO SOFTWARE INC.,0.01,Technology,"$857,186 ","43,336",19.78,NASDAQ
AXLL,US05463D1000,B9F5TH2,AXIALL CORP,0.01,Materials & Processing,"$856,014 ","18,248",46.91,New York Stock Exchange Inc.
FMER,US3379151026,2339434,FIRSTMERIT CORP.,0.01,Financial Services,"$852,509 ","43,165",19.75,NASDAQ
BPOP,PR7331747001,B86QM90,POPULAR INC.,0.01,Financial Services,"$850,993 ","27,050",31.46,NASDAQ
SSYS,IL0011267213,B7WD7D7,STRATASYS LTD,0.01,Technology,"$850,064 ","9,265",91.75,NASDAQ
HLS,US4219243098,B1G9B93,HEALTHSOUTH CORP.,0.01,Health Care,"$848,448 ","22,820",37.18,New York Stock Exchange Inc.
CGNX,US1924221039,2208288,COGNEX CORP.,0.01,Technology,"$848,250 ","22,399",37.87,NASDAQ
STRZA,US85571Q1022,B8DXDB3,STARZ,0.01,Consumer Discretionary,"$846,228 ","27,809",30.43,NASDAQ
UNT,US9092181091,2925833,UNIT CORP.,0.01,Energy,"$844,224 ","12,743",66.25,New York Stock Exchange Inc.
CW,US2315611010,2241205,CURTISS-WRIGHT CORP.,0.01,Producer Durables,"$843,236 ","12,406",67.97,New York Stock Exchange Inc.
DO,US25271C1027,2261021,DIAMOND OFFSHORE DRILLING INC.,0.01,Energy,"$842,284 ","17,845",47.2,New York Stock Exchange Inc.
TECH,US8783771004,2901457,TECHNE CORP.,0.01,Health Care,"$841,353 ","9,721",86.55,NASDAQ
DDS,US2540671011,2269768,DILLARDS INC CLASS A,0.01,Consumer Discretionary,"$837,755 ","7,053",118.78,New York Stock Exchange Inc.
CNL,US12561W1053,2182445,CLECO CORP.,0.01,Utilities,"$835,471 ","15,996",52.23,New York Stock Exchange Inc.
HNT,US42222G1085,2418623,HEALTH NET INC.,0.01,Health Care,"$830,848 ","20,766",40.01,New York Stock Exchange Inc.
WOOF,US9181941017,2818278,VCA ANTECH INC.,0.01,Health Care,"$826,738 ","22,895",36.11,NASDAQ
HLT,US43300A1043,BH3XFX2,HILTON WORLDWIDE HOLDINGS INC,0.01,Consumer Discretionary,"$824,368 ","35,411",23.28,New York Stock Exchange Inc.
EME,US29084Q1004,2474164,EMCOR GROUP INC.,0.01,Producer Durables,"$823,318 ","17,581",46.83,New York Stock Exchange Inc.
RRD,US2578671016,2276605,RR DONNELLEY AND SONS ORD,0.01,Producer Durables,"$820,303 ","50,636",16.2,NASDAQ
MMS,US5779331041,2018669,MAXIMUS INC.,0.01,Producer Durables,"$819,302 ","17,780",46.08,New York Stock Exchange Inc.
DAR,US2372661015,2250289,DARLING INTERNATIONAL INC.,0.01,Producer Durables,"$817,879 ","41,580",19.67,New York Stock Exchange Inc.
FNFG,US33582V1089,2421171,FIRST NIAGARA FINANCIAL GROUP INC.,0.01,Financial Services,"$817,594 ","92,488",8.84,NASDAQ
CBL,US1248301004,2167475,CBL & ASSOCIATES PROPERTIES INC.,0.01,Financial Services,"$815,376 ","42,757",19.07,New York Stock Exchange Inc.
ANF,US0028962076,2004185,ABERCROMBIE & FITCH CO. CL A,0.01,Consumer Discretionary,"$815,052 ","20,629",39.51,New York Stock Exchange Inc.
PSEC,US74348T1025,B020VX7,PROSPECT CAPITAL CORP.,0.01,Financial Services,"$813,155 ","82,975",9.8,NASDAQ
LDOS,US5253271028,BDV82B8,LEIDOS HOLDINGS INC,0.01,Technology,"$810,613 ","19,907",40.72,New York Stock Exchange Inc.
DST,US2333261079,2282947,DST SYSTEMS INC.,0.01,Technology,"$808,708 ","8,776",92.15,New York Stock Exchange Inc.
CMP,US20451N1019,2202763,COMPASS MINERALS INTERNATIONAL INC,0.01,Materials & Processing,"$808,683 ","8,703",92.92,New York Stock Exchange Inc.
LSTR,US5150981018,2503994,LANDSTAR SYSTEM INC.,0.01,Producer Durables,"$807,399 ","12,433",64.94,NASDAQ
AHL,BMG053841059,2172372,ASPEN INSURANCE HOLDINGS LTD.,0.01,Financial Services,"$805,320 ","17,386",46.32,New York Stock Exchange Inc.
PRXL,US6994621075,2671318,PAREXEL INTERNATIONAL CORP.,0.01,Health Care,"$804,440 ","14,875",54.08,NASDAQ
CRS,US1442851036,2177504,CARPENTER TECHNOLOGY CORP.,0.01,Materials & Processing,"$803,781 ","12,908",62.27,New York Stock Exchange Inc.
GMT,US3614481030,2362128,GATX CORP.,0.01,Producer Durables,"$801,209 ","12,351",64.87,New York Stock Exchange Inc.
FTNT,US34959E1091,B5B2106,FORTINET INC.,0.01,Technology,"$799,348 ","34,709",23.03,NASDAQ
STE,US8591521005,2845113,STERIS CORP.,0.01,Health Care,"$798,465 ","15,091",52.91,New York Stock Exchange Inc.
IGT,US4599021023,2464972,INTERNATIONAL GAME TECHNOLOGY,0.01,Consumer Discretionary,"$795,536 ","63,592",12.51,New York Stock Exchange Inc.
CPHD,US15670R1077,2589143,CEPHEID,0.01,Health Care,"$790,509 ","17,294",45.71,NASDAQ
MFA,US55272X1028,2418162,MFA FINANCIAL INC.,0.01,Financial Services,"$790,154 ","94,066",8.4,New York Stock Exchange Inc.
CLC,US1798951075,2201265,CLARCOR INC.,0.01,Materials & Processing,"$789,313 ","13,315",59.28,New York Stock Exchange Inc.
ROSE,US7777793073,B0YV6N3,ROSETTA RESOURCES INC.,0.01,Energy,"$788,924 ","15,925",49.54,NASDAQ
FCE.A,US3455501078,2346456,FOREST CITY ENTERPRISES INC. CL A,0.01,Financial Services,"$788,549 ","40,605",19.42,New York Stock Exchange Inc.
ASBC,US0454871056,2055718,ASSOCIATED BANC-CORP,0.01,Financial Services,"$787,073 ","43,946",17.91,NASDAQ
UFS,US2575592033,B1T84Z4,DOMTAR CORP.,0.01,Materials & Processing,"$786,860 ","8,663",90.83,New York Stock Exchange Inc.
LPNT,US53219L1098,2413037,LIFEPOINT HOSPITALS INC.,0.01,Health Care,"$786,836 ","12,199",64.5,NASDAQ
WPG W,US9396471032,BMJJHP5,WASHINGTON PRIME GROUP INC,0.01,Financial Services,"$785,175 ","40,852",19.22,New York Stock Exchange Inc.
GHC,US3846371041,BGM1B98,GRAHAM HOLDINGS COMPANY CO CLASS B,0.01,Consumer Discretionary,"$783,717 ","1,122",698.5,New York Stock Exchange Inc.
FAF,US31847R1023,B4NFPK4,FIRST AMERICAN FINANCIAL CORP.,0.01,Financial Services,"$780,914 ","27,850",28.04,New York Stock Exchange Inc.
UMPQ,US9042141039,2484389,UMPQUA HOLDINGS CORP.,0.01,Financial Services,"$780,749 ","44,210",17.66,NASDAQ
HBHC,US4101201097,2415497,HANCOCK HOLDING CO.,0.01,Financial Services,"$777,166 ","22,262",34.91,NASDAQ
RDN,US7502361014,2173911,RADIAN GROUP INC.,0.01,Financial Services,"$775,960 ","50,816",15.27,New York Stock Exchange Inc.
CAB,US1268043015,B00N2Z7,CABELAS INC.,0.01,Consumer Discretionary,"$775,505 ","12,488",62.1,New York Stock Exchange Inc.
EPR,US26884U1097,B8XXZP1,EPR PROPERTIES,0.01,Financial Services,"$768,618 ","13,839",55.54,New York Stock Exchange Inc.
PANW,US6974351057,B87ZMX0,PALO ALTO NETWORKS INC.,0.01,Technology,"$768,337 ","9,853",77.98,New York Stock Exchange Inc.
AN,US05329W1027,2732635,AUTONATION INC.,0.01,Consumer Discretionary,"$763,448 ","13,347",57.2,New York Stock Exchange Inc.
AL,US00912X3026,B3XS562,AIR LEASE CORP.,0.01,Producer Durables,"$763,199 ","17,983",42.44,New York Stock Exchange Inc.
DLX,US2480191012,2260363,DELUXE CORP,0.01,Producer Durables,"$761,430 ","13,422",56.73,New York Stock Exchange Inc.
SEMG,US81663A1051,B547XN5,SEMGROUP CORP. CL A,0.01,Energy,"$761,284 ","10,949",69.53,New York Stock Exchange Inc.
ALR,US01449J1051,2823089,ALERE INC,0.01,Health Care,"$758,754 ","21,147",35.88,New York Stock Exchange Inc.
WST,US9553061055,2950482,WEST PHARMACEUTICAL SERVICES INC.,0.01,Health Care,"$757,826 ","17,756",42.68,New York Stock Exchange Inc.
SF,US8606301021,2849234,STIFEL FINANCIAL CORP.,0.01,Financial Services,"$757,716 ","16,260",46.6,New York Stock Exchange Inc.
MTG,US5528481030,2548616,MGIC INVESTMENT CORP,0.01,Financial Services,"$757,534 ","82,972",9.13,New York Stock Exchange Inc.
FHN,US3205171057,2341484,FIRST HORIZON NATIONAL CORP.,0.01,Financial Services,"$755,238 ","63,147",11.96,New York Stock Exchange Inc.
PRAA,US73640Q1058,2986164,PORTFOLIO RECOVERY ASSOCIATES INC.,0.01,Financial Services,"$754,072 ","13,053",57.77,NASDAQ
PPS,US7374641071,2705262,POST PROPERTIES INC.,0.01,Financial Services,"$752,282 ","14,321",52.53,New York Stock Exchange Inc.
ATW,US0500951084,2062440,ATWOOD OCEANICS INC.,0.01,Energy,"$751,628 ","14,934",50.33,New York Stock Exchange Inc.
MYGN,US62855J1043,2614153,MYRIAD GENETICS INC.,0.01,Health Care,"$749,137 ","21,216",35.31,NASDAQ
G,BMG3922B1072,B23DBK6,GENPACT LTD.,0.01,Producer Durables,"$747,663 ","44,032",16.98,New York Stock Exchange Inc.
LXK,US5297711070,2511908,LEXMARK INTERNATIONAL INC.,0.01,Producer Durables,"$746,539 ","16,520",45.19,New York Stock Exchange Inc.
WWW,US9780971035,2977500,WOLVERINE WORLD WIDE INC.,0.01,Consumer Discretionary,"$745,401 ","27,741",26.87,New York Stock Exchange Inc.
CLGX,US21871D1037,B5541Y2,CORELOGIC INC.,0.01,Financial Services,"$745,136 ","25,276",29.48,New York Stock Exchange Inc.
BWLD,US1198481095,2170309,BUFFALO WILD WINGS INC.,0.01,Consumer Discretionary,"$741,920 ","4,874",152.22,NASDAQ
WBS,US9478901096,2945143,WEBSTER FINANCIAL CORP.,0.01,Financial Services,"$739,918 ","23,632",31.31,New York Stock Exchange Inc.
THG,US4108671052,2020415,THE HANOVER INSURANCE GROUP INC.,0.01,Financial Services,"$738,514 ","11,803",62.57,New York Stock Exchange Inc.
AXE,US0352901054,2468844,ANIXTER INTERNATIONAL INC.,0.01,Technology,"$738,337 ","7,058",104.61,New York Stock Exchange Inc.
DECK,US2435371073,2267278,DECKERS OUTDOOR CORP.,0.01,Consumer Discretionary,"$738,124 ","9,007",81.95,NASDAQ
CUBE,US2296631094,B6SW913,CUBESMART,0.01,Financial Services,"$737,595 ","39,677",18.59,New York Stock Exchange Inc.
CRZO,US1445771033,2092801,CARRIZO OIL & GAS INC.,0.01,Energy,"$737,172 ","11,938",61.75,NASDAQ
SFG,US8528911006,2409575,STANCORP FINANCIAL GROUP INC.,0.01,Financial Services,"$736,013 ","11,655",63.15,New York Stock Exchange Inc.
AOL,US00184X1054,B3XD9K9,AOL INC,0.01,Technology,"$735,570 ","20,314",36.21,New York Stock Exchange Inc.
VNTV,US92210H1059,B6X55Y2,VANTIV INC CLASS A,0.01,Financial Services,"$735,235 ","22,876",32.14,New York Stock Exchange Inc.
Z,US98954A1079,B4KF820,ZILLOW INC CLASS A,0.01,Financial Services,"$734,831 ","6,220",118.14,NASDAQ
TYL,US9022521051,2909644,TYLER TECHNOLOGIES INC.,0.01,Technology,"$734,314 ","8,890",82.6,New York Stock Exchange Inc.
POOL,US73278L1052,2781585,POOL CORP.,0.01,Consumer Discretionary,"$733,831 ","12,495",58.73,NASDAQ
SHO,US8678921011,B034LG1,SUNSTONE HOTEL INVESTORS INC.,0.01,Financial Services,"$733,128 ","48,074",15.25,New York Stock Exchange Inc.
PRA,US74267C1062,2612737,PROASSURANCE CORP.,0.01,Financial Services,"$730,081 ","16,074",45.42,New York Stock Exchange Inc.
H,US4485791028,B5B82X4,HYATT HOTELS CORP.,0.01,Consumer Discretionary,"$728,700 ","11,843",61.53,New York Stock Exchange Inc.
IDA,US4511071064,2296937,IDACORP INC.,0.01,Utilities,"$727,434 ","13,081",55.61,New York Stock Exchange Inc.
BRS,US1103941035,2656229,BRISTOW GROUP INC.,0.01,Producer Durables,"$726,391 ","9,441",76.94,New York Stock Exchange Inc.
THS,US89469A1043,B095X84,TREEHOUSE FOODS INC.,0.01,Consumer Staples,"$726,361 ","9,485",76.58,New York Stock Exchange Inc.
MTN,US91879Q1094,2954194,VAIL RESORTS INC.,0.01,Consumer Discretionary,"$725,767 ","9,522",76.22,New York Stock Exchange Inc.
NATI,US6365181022,2645078,NATIONAL INSTRUMENTS CORP.,0.01,Producer Durables,"$725,669 ","24,624",29.47,NASDAQ
JBLU,US4771431016,2852760,JETBLUE AIRWAYS CORP.,0.01,Producer Durables,"$724,646 ","68,752",10.54,NASDAQ
CASY,US1475281036,2179414,CASEYS GENERAL STORES INC.,0.01,Consumer Staples,"$723,283 ","9,997",72.35,NASDAQ
PNY,US7201861058,2688147,PIEDMONT NATURAL GAS CO.,0.01,Utilities,"$721,261 ","19,766",36.49,New York Stock Exchange Inc.
FII,US3142111034,2246288,FEDERATED INVESTORS INC.,0.01,Financial Services,"$717,355 ","24,129",29.73,New York Stock Exchange Inc.
SIX,US83001A1025,B43VKB8,SIX FLAGS ENTERTAINMENT CORP.,0.01,Consumer Discretionary,"$717,198 ","17,332",41.38,New York Stock Exchange Inc.
SXT,US81725T1007,2923741,SENSIENT TECHNOLOGIES CORP.,0.01,Materials & Processing,"$715,162 ","13,103",54.58,New York Stock Exchange Inc.
VOYA,US9290891004,BKWQ2N2,VOYA FINANCIAL INC,0.01,Financial Services,"$713,892 ","19,634",36.36,New York Stock Exchange Inc.
SSS,US84610H1086,2832212,SOVRAN SELF STORAGE INC.,0.01,Financial Services,"$713,468 ","9,105",78.36,New York Stock Exchange Inc.
JACK,US4663671091,2344922,JACK IN THE BOX INC.,0.01,Consumer Discretionary,"$713,039 ","11,882",60.01,NASDAQ
CRR,US1407811058,2238821,CARBO CERAMICS INC.,0.01,Energy,"$712,795 ","5,138",138.73,New York Stock Exchange Inc.
N,US64118Q1076,B2B0FZ2,NETSUITE INC.,0.01,Technology,"$711,902 ","9,032",78.82,New York Stock Exchange Inc.
BID,US8358981079,2822406,SOTHEBYS,0.01,Consumer Discretionary,"$708,722 ","17,758",39.91,New York Stock Exchange Inc.
CNW,US2059441012,2217228,CON-WAY INC.,0.01,Producer Durables,"$707,350 ","14,715",48.07,New York Stock Exchange Inc.
CRL,US1598641074,2604336,CHARLES RIVER LABORATORIES INTERNA,0.01,Health Care,"$706,446 ","12,889",54.81,New York Stock Exchange Inc.
VRNT,US92343X1000,2849193,VERINT SYSTEMS INC.,0.01,Technology,"$705,563 ","13,794",51.15,NASDAQ
TWTR,US90184L1026,BFLR866,TWITTER INC,0.01,Technology,"$704,963 ","21,151",33.33,New York Stock Exchange Inc.
PRI,US74164M1080,B50K3X8,PRIMERICA INC.,0.01,Financial Services,"$703,210 ","14,908",47.17,New York Stock Exchange Inc.
TQNT,US89674K1034,2904393,TRIQUINT SEMICONDUCTOR INC.,0.01,Technology,"$702,688 ","44,222",15.89,NASDAQ
RFMD,US7499411004,2016663,RF MICRO DEVICES INC.,0.01,Technology,"$702,211 ","73,147",9.6,NASDAQ
ATU,US00508X2036,2716792,ACTUANT CORP. CL A,0.01,Producer Durables,"$699,145 ","19,202",36.41,New York Stock Exchange Inc.
WSO,US9426222009,2943039,WATSCO INC.,0.01,Materials & Processing,"$698,767 ","6,739",103.69,New York Stock Exchange Inc.
