"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.38,0.2884,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.1129,NA,0,0.98,10.66,NA,0.1771,NA,0.7018,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,10.45,0,974797,337.2,2.9,NA,337.2,1.6
"2",2008-12-31,0,2.12,0.6563,NA,NA,NA,0,0,NA,NA,NA,0.40225506628066,0,NA,0,NA,NA,NA,0,0,0,NA,0.05,NA,0,NA,NA,NA,0.53717026378897,NA,0.5483,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,6.08,0,1319848,402,-62.5,NA,402,1.65
"3",2007-12-31,0,1.77,0.44,NA,0,0,0,0,NA,NA,NA,0.52727272727273,0,NA,0,0,0,0,0,0,0,NA,0.05,NA,0,1.94,2.5773195876289,NA,0.75062552126772,NA,0.5883,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,5,0,1470636,463,-52.7,NA,463,1.45
"4",2006-12-31,0,0.85,0.162,NA,0,0,0,0,NA,NA,NA,0.8,0,NA,0,0,0,0,0,0,0,NA,0.0433,NA,0,1.81,7.7513812154696,NA,0.21648381054322,NA,0.7854,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,14.03,0,1014141,393.1,-6.9,NA,393.1,0.85
"5",2005-12-31,0,0.7,0.1577,NA,0,0,0,0,NA,NA,NA,0.65948002536462,0,NA,0,0,0,0,0,0,0,NA,0.0475,NA,0,1.94,11.556701030928,NA,0.079424935187367,NA,0.7486,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,22.42,0,2753700,211.2,-0.9,NA,211.2,0.65
"6",2004-12-31,0,0.07,0.1335,NA,NA,0,0,0,NA,0,0,0.10486891385768,0,0,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,1.92,11.067708333333,0,0.11204050187101,NA,0.6301,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,21.25,0,184900,185.9,43.9,0,185.9,0.6
"7",2003-12-31,0,0.12,0.1269,NA,NA,0,0,0,NA,0,0,0.18912529550827,0,0,0,NA,NA,NA,0,0,0,NA,0.045,NA,0,1.76,12.664772727273,0,0.16119402985075,NA,0.5295,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,22.29,0,51600,138.2,47,0,138.2,0.5
"8",2002-12-31,0,0.14,0.1294,NA,NA,0,0,0,NA,NA,0,0.2345,0,NA,0,0,0,0,0,0,NA,NA,0.0533,0,0,1.85,11.091891891892,0,0.14620535714286,NA,0.2765,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,20.52,0,177477,115.5,26.9,0,115.5,0.45
"9",2001-12-31,NA,-0.01,0.184,0,NA,0,0,0,NA,NA,0,-0.0114,0,0.0812,0,NA,NA,NA,0,0,NA,NA,0.06,NA,0,NA,NA,NA,0.12018592297477,0,0.2144,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,16.15,0,43400,0,21.2,0,91.6,0.5
"10",2000-12-31,NA,0.45,0.2087,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0564,NA,0,NA,7.9947916666667,NA,0.14036204857637,NA,0.1892,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,15.35,0,NA,NA,18.6,0,79.2,NA
"11",1999-12-31,NA,0.5,0.2097,NA,NA,0,0,0,0,NA,NA,0.35765379113019,0,0,0,0,0,0,0,214,NA,2.6850690087829,0.05,0,214,NA,6.9672131147541,0,0.12359550561798,NA,0.2047,0,214,0,0,NA,0.36888331242158,NA,0,NA,0,2.6850690087829,NA,NA,0,NA,NA,NA,NA,29.4,7.2789115646258,79.7,NA
