"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.15,0.2558,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.1389,NA,0,2.78,17.97,NA,0.1162,NA,0.9627,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,49.95,0,325313,319.7,74.1,NA,319.7,1.15
"2",2008-12-31,0,1.6,0.4501,NA,NA,NA,0,0,NA,NA,NA,0.42657187291713,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0.38213058419244,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,19.6,0,874008,277.6,-114.7,NA,277.6,1.2
"3",2007-12-31,0,1.09,0.3201,NA,0,0,0,0,NA,NA,NA,0.49984379881287,0,NA,0,0,0,0,0,0,0,NA,0.067,NA,0,0.8,20.625,NA,0.6318480642805,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,16.5,0,1103395,287.4,10.8,0,287.4,1
"4",2006-12-31,0,1.16,0.222,NA,0,0,0,0,NA,NA,NA,0.61261261261261,0,NA,0,0,0,0,0,0,0,NA,0.0572,NA,0,1.96,16.015306122449,NA,0.23399558498896,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,31.39,0,940100,310.5,85.4,0,310.5,0.85
"5",2005-12-31,0,0.58,0.1737,NA,0,0,0,0,NA,NA,NA,0.73690270581462,0,NA,0,0,0,0,0,0,0,NA,0.0557,NA,0,1.89,24.179894179894,NA,0.1224285555432,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,45.7,0,531500,303.4,40.7,0,303.4,0.8
"6",2004-12-31,0,0.44,0.1927,NA,NA,0,0,0,NA,0,0,0.4566683964712,0,0,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,NA,NA,0,0.16456398169971,NA,0.8935,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,39.88,0,308100,297.4,0,NA,297.4,0.7
"7",2003-12-31,0,0.33,0.1758,NA,NA,0,0,0,NA,0,0,0.37542662116041,0,0,0,NA,NA,NA,0,0,0,NA,0.054,NA,0,1.55,22.232258064516,0,0.15486077186126,NA,0.8254,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,34.46,0,44000,304.9,-3.4,NA,304.9,0.65
"8",2002-12-31,0,0.26,0.1763,NA,NA,0,0,0,NA,NA,0,0.3207,0,NA,0,0,0,0,0,0,NA,NA,0.0433,0,0,2,14.04,0,0.12774645148746,NA,0.6891,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,28.08,0,213229,321.5,NA,NA,321.5,0.6
"9",2001-12-31,NA,0.14,0.2123,0,NA,0,0,0,NA,NA,0,0.1179,0,0.1248,0,NA,NA,NA,0,0,NA,NA,0.0401,NA,0,2.63,9.0304182509506,NA,0.22491349480969,0,0.6595,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,23.75,0,78900,0,48.7,0,350.6,0.6
"10",2000-12-31,NA,0.55,0.1957,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0602,NA,0,NA,10.706060606061,NA,0.095211581291759,NA,0.617,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,35.33,0,NA,NA,103.6,0,407.1,NA
"11",1999-12-31,NA,0.6,0.1909,NA,NA,0,0,0,0,NA,NA,0.47145102147721,0,0,0,0,0,0,0,1519.9,NA,0.016589842637173,0.0808,0,1519.9,NA,9.8419689119171,0,0.16835271774884,NA,0.7607,0,1519.9,0,0,NA,0.29047123710519,NA,0,NA,0,0.016589842637173,NA,NA,0,NA,NA,NA,NA,26611.9,0.057113546947043,91616.3,NA
