"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.73,0.1782,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.06,NA,0,NA,NA,NA,0.1149,NA,0.7624,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,35.19,0,141875,89.4,51,NA,89.4,0.95
"2",2008-12-31,0,0.91,0.3186,NA,NA,NA,0,0,NA,NA,NA,0.5021971123666,0,NA,0,NA,NA,NA,0,0,0,NA,0.055,NA,0,1.91,14.005235602094,NA,0.28697621744054,NA,0.7558,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,26.75,0,170242,69.1,39,NA,69.1,1
"3",2007-12-31,0,0.92,0.2745,NA,0,0,0,0,NA,NA,NA,0.55373406193078,0,NA,0,0,0,0,0,0,0,NA,0.04,NA,0,NA,NA,NA,0.35905820797907,NA,0.7919,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,20.28,0,140321,72,38.4,0,72,0.95
"4",2006-12-31,0,1.51,0.2273,NA,0,0,0,0,NA,NA,NA,0.7391113066432,0,NA,0,0,0,0,0,0,0,NA,0.05,NA,0,1.89,12.486772486772,NA,0.2119328775637,NA,0.676,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,23.6,0,99000,75.1,40,0,75.1,1.05
"5",2005-12-31,0,1.16,0.2211,NA,0,0,0,0,NA,NA,NA,0.65128900949796,0,NA,0,0,0,0,0,0,0,NA,0.06,NA,0,1.84,14.842391304348,NA,0.1671529804085,NA,0.6526,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,27.31,0,58800,73.3,44.5,0,73.3,0.9
"6",2004-12-31,0,0,0.3211,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0.045,NA,0,1.7,12.323529411765,0,0.1835724888669,NA,0.5838,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,20.95,0,45100,74.4,51,0,74.4,0.75
"7",2003-12-31,0,0.16,0.329,NA,NA,0,0,0,NA,0,0,0.09726443768997,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,0,0.17574330291434,NA,0.4838,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,19.61,0,28800,66.7,31.1,0,66.7,0.7
"8",2002-12-31,0,0.36,0.3654,NA,NA,0,0,0,NA,NA,0,0.2149,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0.47890818858561,NA,0.1823,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,14.4,0,41948,65.5,NA,NA,65.5,0.65
"9",2001-12-31,NA,-0.13,0.4079,0,NA,0,0,0,NA,NA,0,-0.0566,0,0.0571,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.24197002141328,0,0.1382,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,6.72,0,23400,0,0,NA,68.4,0.55
"10",2000-12-31,NA,0.5,0.3729,NA,NA,0,0,0,NA,NA,NA,0.402252614642,0,NA,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,NA,6.7961165048544,NA,0.33018867924528,NA,0.1726,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,7,0,NA,NA,20.4,0,77.3,NA
"11",1999-12-31,NA,0.5,0.2834,NA,NA,0,0,0,0,NA,NA,0.26464361326747,0,0,0,0,0,0,0,100.9,NA,1.1544622425629,0.03,0,100.9,NA,2.9931506849315,0,0.52278080077966,NA,0.1308,0,100.9,0,0,NA,0.28032036613272,NA,0,NA,0,1.1544622425629,NA,NA,0,NA,NA,NA,NA,24.5,4.1183673469388,87.4,NA
