"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2012-07-16,0,0.88,0.2231,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0791,NA,0,3.19,19.47,NA,0.1949,NA,0.9317,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,62.1,0,193706,234.3,52.1,NA,234.3,1
"2",2009-07-16,0,1.17,0.3977,NA,NA,NA,0,0,NA,NA,NA,0.42242896655771,0,NA,0,NA,NA,NA,0,0,0,NA,0.0718,NA,0,2.31,15.467532467533,NA,0.39772309952258,NA,0.9388,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,35.73,0,252674,197.1,30.8,NA,197.1,1.05
"3",2008-07-16,0,0.92,0.2801,NA,0,0,0,0,NA,NA,NA,0.57122456265619,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.41595615103532,NA,0.8507,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,36,0,334938,193.8,39.1,0,193.8,1
"4",2007-07-16,0,1.26,0.1911,NA,0,0,0,0,NA,NA,NA,0.71166928309786,0,NA,0,0,0,0,0,0,0,NA,0.05,NA,0,3.39,10.926253687316,NA,0.22729890574007,NA,0.8353,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,37.04,0,176348,188.3,37.6,0,188.3,0.85
"5",2006-07-16,0,1.15,0.2074,NA,0,0,0,0,NA,NA,NA,0.57859209257473,0,NA,0,0,0,0,0,0,0,NA,0.05,NA,0,3.22,17.788819875776,NA,0.13518115599281,NA,0.6358,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,57.28,0,148900,158,34.8,0,158,0.75
"6",2005-07-16,0,0.25,0.1834,NA,NA,0,0,0,NA,0,0,0.27262813522356,0,0,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,NA,NA,0,0.14402173913044,NA,0.6499,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,46.88,0,59000,134.3,34.3,0,134.3,0.6
"7",2004-07-16,0,0.16,0.1965,NA,NA,0,0,0,NA,0,0,0.16284987277354,0,0,0,NA,NA,NA,0,0,0,NA,0.05,NA,0,2.68,15.410447761194,0,0.140978432404,NA,0.5051,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,41.3,0,30800,114.7,28.6,0,114.7,0.6
"8",2003-07-16,0,-0.01,0.1756,NA,NA,0,0,0,NA,NA,0,-0.0188,0,NA,0,0,0,0,0,0,NA,NA,0.04,0,0,2.81,12.953736654804,0,0.18019035328279,NA,0.3726,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,36.4,0,47478,110.9,28,0,110.9,0.55
"9",2002-07-16,NA,-0.08,0.1999,0,NA,0,0,0,NA,NA,0,-0.0718,0,0.0881,0,NA,NA,NA,0,0,NA,NA,0.0395,NA,0,2.87,9.3693379790941,NA,0.12908550676791,0,0.3449,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,26.89,0,17400,0,24.6,0,98.8,0.6
"10",2001-07-16,NA,0.55,0.206,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0638,NA,0,NA,9.608832807571,NA,0.23527974590765,NA,0.2399,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,30.46,0,NA,NA,25.5,0,93.6,NA
"11",2000-07-16,NA,0.65,0.2196,NA,NA,0,0,0,0,NA,NA,0.44398907103825,0,0,0,0,0,0,0,248,NA,2.780269058296,0.07,0,248,NA,7.2818791946309,0,0.12538226299694,NA,0.2364,0,248,0,0,NA,0.26793721973094,NA,0,NA,0,2.780269058296,NA,NA,0,NA,NA,NA,NA,23.9,10.376569037657,89.2,NA
