"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.92,0.2096,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0533,NA,0,2.16,11.04,NA,0.1356,NA,0.8454,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,23.85,0,989530,331.7,110.3,NA,331.7,1
"2",2008-12-31,0,0.96,0.3142,NA,NA,NA,0,0,NA,NA,NA,0.53469127943985,0,NA,0,NA,NA,NA,0,0,0,NA,0.0567,NA,0,1.48,13.141891891892,NA,0.28594300352225,NA,0.9322,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,19.45,0,1248535,197.3,93.4,NA,197.3,1.05
"3",2007-12-31,0,0.99,0.2683,NA,0,0,0,0,NA,NA,NA,0.62616474096161,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.35972461273666,NA,0.9453,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,15.97,0,11920675,157.9,72.3,0,157.9,1.05
"4",2006-12-31,0,1.52,0.2387,NA,0,0,0,0,NA,NA,NA,0.73732718894009,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,1.4,10.742857142857,NA,0.23002887391723,NA,0.9381,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,15.04,0,328158,156.2,62.1,0,156.2,1.1
"5",2005-12-31,0,1.82,0.2364,NA,0,0,0,0,NA,NA,NA,0.60913705583756,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,1.08,16.407407407407,NA,0.23499142367067,NA,0.9048,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,17.72,0,320600,125.5,45.9,0,125.5,0.9
"6",2004-12-31,0,0.42,0.5047,NA,NA,0,0,0,NA,0,0,0.16643550624133,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0.16144774298495,NA,0.7546,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,12.54,0,247400,97.8,28.4,0,97.8,0.8
"7",2003-12-31,0,0.63,0.63,NA,NA,0,0,0,NA,0,0,0.2,0,0,0,NA,NA,NA,0,0,0,NA,0.03,NA,0,NA,NA,0,0.23509775870291,NA,0.66,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,11.8,0,87300,86.3,21.2,0,86.3,0.85
"8",2002-12-31,0,0.86,0.7632,NA,NA,0,0,0,NA,NA,0,0.247,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0.61228070175439,NA,0.0941,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,9.09,0,109028,94.2,9,0,94.2,0.8
"9",2001-12-31,NA,0.65,0.7511,0,NA,0,0,0,NA,NA,0,0.1505,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.47876447876448,0,0.0682,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,2.85,0,93900,0,0,NA,0,0.75
"10",2000-12-31,NA,0.75,0.6461,NA,NA,0,0,0,NA,NA,NA,0.34824330598978,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.64613368283093,NA,0.0212,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,6.02,0,NA,NA,-6.1,NA,275.8,NA
"11",1999-12-31,NA,0.8,0.4571,NA,NA,0,0,0,0,NA,NA,0.26252461168234,0,0,0,0,0,0,0,80.1,NA,0.54194857916103,NA,0,80.1,NA,2.5423728813559,0,0.63832801983705,NA,0.0698,0,80.1,0,0,NA,0.027063599458728,NA,0,NA,0,0.54194857916103,NA,NA,0,NA,NA,NA,NA,4,20.025,147.8,NA
