"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.01,0.2099,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0415,NA,0,2.73,12.25,NA,0.0988,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,33.45,0,517574,517.5,48.4,NA,517.5,1.15
"2",2008-12-31,0,1.46,0.3894,NA,NA,NA,0,0,NA,NA,NA,0.49306625577812,0,NA,0,NA,NA,NA,0,0,0,NA,0.2155,NA,0,2.61,12.777777777778,NA,0.38822139058499,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,33.35,0,1346834,458.4,15,NA,458.4,1.2
"3",2007-12-31,0,1.36,0.324,NA,0,0,0,0,NA,NA,NA,0.61728395061728,0,NA,0,0,0,0,0,0,0,NA,0.05,NA,0,NA,NA,NA,0.4461247637051,NA,0.9637,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,27.36,0,1532075,454.7,35.1,0,454.7,1.25
"4",2006-12-31,0,1.55,0.2508,NA,0,0,0,0,NA,NA,NA,0.63795853269537,0,NA,0,0,0,0,0,0,0,NA,0.04,NA,0,2.71,10.357933579336,NA,0.2466438536457,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,28.07,0,648020,435.9,80.6,0,435.9,1
"5",2005-12-31,0,1.05,0.2064,NA,0,0,0,0,NA,NA,NA,0.69767441860465,0,NA,0,0,0,0,0,0,0,NA,0.045,NA,0,2.36,17.271186440678,NA,0.19066147859922,NA,0.8985,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,40.76,0,440600,420.8,31.3,0,420.8,0.9
"6",2004-12-31,0,0.09,0.1994,NA,NA,0,0,0,NA,0,0,0.090270812437312,0,0,0,NA,NA,NA,0,0,NA,NA,0.0493,NA,0,NA,NA,0,0.13522180652058,NA,0.7936,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,28.42,0,191000,461.5,26.6,0,461.5,0.8
"7",2003-12-31,0,0.04,0.1819,NA,NA,0,0,0,NA,0,0,0.043980208905992,0,0,0,NA,NA,NA,0,0,0,NA,0.0557,NA,0,NA,NA,0,0.14580751755473,NA,0.6849,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,27.21,0,210600,504.7,37,0,504.7,0.75
"8",2002-12-31,0,0.11,0.1823,NA,NA,0,0,0,NA,NA,0,0.1364,0,NA,0,0,0,0,0,0,NA,NA,0.0517,0,0,2.6,9.8153846153846,0,0.13408794079234,NA,0.619,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,25.52,0,274862,434,16.8,0,434,0.7
"9",2001-12-31,NA,-0.01,0.2079,0,NA,0,0,0,NA,NA,0,-0.0076,0,0.1074,0,NA,NA,NA,0,0,NA,NA,0.0501,NA,0,NA,NA,NA,0.22657226155768,0,0.5304,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,21.74,0,124500,0,109.7,0,522.6,0.75
"10",2000-12-31,NA,0.7,0.2229,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0494,NA,0,NA,6.6735218508997,NA,0.068422102533413,NA,0.5658,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,25.96,0,NA,NA,152,0,548.2,NA
"11",1999-12-31,NA,0.75,0.2364,NA,NA,0,0,0,0,NA,NA,0.4758883248731,0,0,0,0,0,0,0,1467.7,NA,2.6009214956583,0.0748,0,1467.7,NA,6.5852417302799,0,0.14928243823051,NA,0.6406,0,1467.7,0,0,NA,0.2200956937799,NA,0,NA,0,2.6009214956583,NA,NA,0,NA,NA,NA,NA,124.2,11.817230273752,564.3,NA
