"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0.14,260.64,NA,0.1433,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,36.49,0,2657123,2017,110.4,NA,2017,NA
"2",2008-12-31,0,3.2,1.7032,NA,NA,NA,0,0,NA,NA,NA,0.18318459370596,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0.87,15.735632183908,NA,0.54802784222738,0.006,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,13.69,0,13599461,2484.6,-483.2,NA,2484.6,1.95
"3",2007-12-31,0,2.87,0.5998,NA,0,0,0,0,NA,NA,NA,0.41347115705235,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,3.35,4.1462686567164,NA,NA,0.015,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,13.89,0,18283039,5068.1,562.5,0,5068.1,1.55
"4",2006-12-31,0,1.63,0.2155,NA,0,0,0,0,NA,NA,NA,0.70533642691415,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,3.37,16.967359050445,NA,0.17369389551164,0.016,0.98,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,57.18,0,3383348,3590.7,1255.8,0,3590.7,0.95
"5",2005-12-31,0,1.53,0.2219,NA,0,0,0,0,NA,NA,NA,0.54078413699865,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,2.09,29.076555023923,NA,0.18768689533861,0.024,0.935,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,60.77,0,1035100,2285.3,NA,NA,2285.3,0.75
"6",2004-12-31,178.1,0.33,0.2088,NA,NA,0,0,0,0,NA,0,0.31609195402299,0,0.03169164882227,263.588,NA,NA,NA,0,8382,NA,NA,NA,NA,8382,1.61,29.006211180124,0,0.1321921065145,0.029,0.9666,0,8382,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,46.7,0,709900,NA,0,NA,0,0.65
"7",2003-12-31,178.1,0.1,0.1821,NA,NA,0,0,0,0,0,0,0.10982976386601,0,0.034450212364323,260.026,NA,NA,NA,0,7544.7,13.90215588723,NA,NA,NA,7544.7,1.27,33.370078740158,0,0.21051879376876,0.03,0.9039,0,7544.7,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,42.38,0,318200,542.7,0,NA,542.7,0.6
"8",2002-12-31,178.1,0,0,NA,NA,0,0,0,0,NA,0,0,0,0.045629292246379,256.464,0,0,0,0,5620.6,NA,NA,NA,0,5620.6,1.39,22.827338129496,0,0.15030564545128,0.025,0.9313,0,5620.6,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,31.73,0,775574,452.9,NA,NA,452.9,0.6
"9",2001-12-31,NA,NA,NA,0,NA,0,0,0,NA,NA,0,NA,0,0.058,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,1.27,19,NA,0.10732538330494,0,0.9175,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,24.13,0,125300,0,0,NA,518.2,0.65
"10",2000-12-31,NA,0.7,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3543.5,NA,NA,NA,NA,3543.5,NA,18.05,NA,0.092614302461899,NA,0.5984,0,3543.5,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,21.66,0,NA,NA,253.2,13.994865718799,477.1,NA
"11",1999-12-31,NA,0.75,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,3626.7,NA,5.5488066095471,0.0935,0,3626.7,NA,9.2448132780083,0,0.16863506189203,NA,0.5887,0,3626.7,0,0,NA,0.3156364749082,NA,0,NA,0,5.5488066095471,NA,NA,0,NA,NA,NA,NA,206.3,17.579738245274,653.6,NA
