"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.97,0.3763,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0382,NA,0,2.12,10,NA,0.1976,NA,0.9609,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,21.21,0,1838613,1035,96.5,NA,1035,1.95
"2",2008-12-31,0,4,1.6048,NA,NA,NA,0,0,NA,NA,NA,0.20937188434696,0,NA,0,NA,NA,NA,0,0,0,NA,0.02,NA,0,2.38,4.063025210084,NA,0.70664629488159,NA,0.9634,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,9.67,0,2966916,1099.8,59,NA,1099.8,2.1
"3",2007-12-31,0,2.31,0.5049,NA,0,0,0,0,NA,NA,NA,0.58625470390176,0,NA,0,0,0,0,0,0,0,NA,0.042,NA,0,3.4,1.9117647058823,NA,0.83178191489362,NA,0.8377,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,6.5,0,2259977,1124.4,54.8,0,1124.4,1.85
"4",2006-12-31,0,1.77,0.2268,NA,0,0,0,0,NA,NA,NA,0.63492063492063,0,NA,0,0,0,0,0,0,0,NA,0.0595,NA,0,NA,NA,NA,0.3546738399462,NA,0.9227,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,22.19,0,990745,1016.9,107.4,0,1016.9,0.9
"5",2005-12-31,0,1.62,0.2282,NA,0,0,0,0,NA,NA,NA,0.56091148115688,0,NA,0,0,0,0,0,0,0,NA,0.0732,NA,0,3.37,12.863501483679,NA,0.10611735330836,NA,0.8584,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,43.35,0,437100,991.4,108.6,0,991.4,0.8
"6",2004-12-31,0,0.39,0.2169,NA,NA,0,0,0,NA,0,0,0.35961272475795,0,0,0,NA,NA,NA,0,0,NA,NA,0.0764,NA,0,3.33,11.888888888889,0,0.16832053922486,NA,0.8159,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,39.59,0,307200,850.5,168.4,0,850.5,0.75
"7",2003-12-31,0,0.25,0.2013,NA,NA,0,0,0,NA,NA,0,0.24838549428713,0,0,0,NA,NA,NA,0,0,NA,NA,0.0707,NA,0,5.16,14.457364341085,0,0.25075677002373,NA,0.7952,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,74.6,0,106000,NA,0,NA,0,0.65
"8",2002-12-31,0,0.34,0.1731,NA,NA,0,0,0,NA,NA,0,0.4272,0,NA,0,0,0,0,0,0,NA,NA,0.0753,0,0,4.75,12.08,0,0.20902763130141,NA,0.7928,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,57.38,0,138292,596.1,93.6,0,596.1,0.65
"9",2001-12-31,NA,0.08,0.1994,0,NA,0,0,0,NA,NA,0,0.0737,0,0.0682,0,NA,NA,NA,0,0,NA,NA,0.0794,NA,0,NA,NA,NA,0.13975501113586,0,0.7999,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,38.46,0,40500,0,83.2,0,577.1,0.7
"10",2000-12-31,NA,0.65,0.2041,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.107,NA,0,NA,7.4696261682243,NA,0.11744145403705,NA,0.7964,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,31.97,0,NA,NA,63.1,0,437.6,NA
"11",1999-12-31,NA,0.65,0.1768,NA,NA,0,0,0,0,NA,NA,0.55147058823529,0,0,0,0,0,0,0,673.7,NA,1.9210151126319,0.0997,0,673.7,NA,7.0846153846154,0,0.13903743315508,NA,0.8049,0,673.7,0,0,NA,0.17536355859709,NA,0,NA,0,1.9210151126319,NA,NA,0,NA,NA,NA,NA,61.5,10.954471544715,350.7,NA
