"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.13,0.2319,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0588,NA,0,4.39,15.79,NA,0.0921,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,69.32,0,518220,577.7,114.9,NA,577.7,1.2
"2",2008-12-31,0,1.49,0.5356,NA,NA,NA,0,0,NA,NA,NA,0.38834951456311,0,NA,0,NA,NA,NA,0,0,0,NA,0.085,NA,0,5.51,11.667876588022,NA,0.38459977680836,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,64.29,0,1224013,495.4,128.4,NA,495.4,1.3
"3",2007-12-31,0,1.78,0.3705,NA,0,0,0,0,NA,NA,NA,0.49662618083671,0,NA,0,0,0,0,0,0,0,NA,0.0691,NA,0,5.94,10.158249158249,NA,0.5572784387114,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,60.34,0,1042623,444.9,100.6,0,444.9,1.15
"4",2006-12-31,0,1.5,0.2006,NA,0,0,0,0,NA,NA,NA,0.71784646061815,0,NA,0,0,0,0,0,0,0,NA,0.0894,NA,0,NA,NA,NA,0.1625325065013,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,96.01,0,650700,371.8,82.2,0,371.8,0.9
"5",2005-12-31,0,1.09,0.185,NA,0,0,0,0,NA,NA,NA,0.64864864864865,0,NA,0,0,0,0,0,0,0,NA,0.0838,NA,0,5.16,19.457364341085,NA,0.14055486452869,NA,0.9729,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,100.4,0,112700,290.4,69,0,290.4,0.75
"6",2004-12-31,0,0.27,0.1651,NA,NA,0,0,0,NA,0,0,0.32707450030285,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0.16060565093957,NA,0.9675,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,80.34,0,73400,228.5,62.7,0,228.5,0.65
"7",2003-12-31,0,0.27,0.1608,NA,NA,0,0,0,NA,0,0,0.33582089552239,0,0,0,NA,NA,NA,0,0,0,NA,0.0774,NA,0,4.45,16.496629213483,0,0.1894216982635,NA,0.9237,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,73.41,0,32600,173.8,0,NA,173.8,0.6
"8",2002-12-31,0,0.1,0.1404,NA,NA,0,0,0,NA,NA,0,0.1536,0,NA,0,0,0,0,0,0,NA,NA,0.0749,0,0,4.23,13.817966903073,0,0.18970079381234,NA,0.8846,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,58.45,0,92391,160.8,57.6,0,160.8,0.6
"9",2001-12-31,NA,-0.03,0.1484,0,NA,0,0,0,NA,NA,0,-0.0377,0,0.0488,0,NA,NA,NA,0,0,NA,NA,0.078,NA,0,NA,NA,NA,0.1340206185567,0,0.8621,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,41.22,0,21800,0,39.8,0,142.7,0.6
"10",2000-12-31,NA,0.55,0.1635,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0995,NA,0,NA,10.634020618557,NA,0.085271317829457,NA,0.8409,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,41.26,0,NA,NA,29.4,0,123.1,NA
"11",1999-12-31,NA,0.6,0.1958,NA,NA,0,0,0,0,NA,NA,0.45965270684372,0,0,0,0,0,0,0,589.4,NA,6.1846799580273,0.102,0,589.4,NA,10.243553008596,0,0.14391143911439,NA,0.8931,0,589.4,0,0,NA,0.24763903462749,NA,0,NA,0,6.1846799580273,NA,NA,0,NA,NA,NA,NA,23.6,24.974576271186,95.3,NA
