"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.87,0.2093,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4.26,15.25,NA,0.1294,NA,0.7363,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,64.98,0,153971,332.8,29.4,NA,332.8,0.95
"2",2008-12-31,0,0.94,0.2946,NA,NA,NA,0,0,NA,NA,NA,0.54310930074677,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,5.56,9.0017985611511,NA,0.33223179511389,NA,0.7711,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,50.05,0,161582,277.4,88.7,NA,277.4,1
"3",2007-12-31,0,0.92,0.2647,NA,0,0,0,0,NA,NA,NA,0.60445787684171,0,NA,0,0,0,0,0,0,0,NA,0.08,NA,0,NA,NA,NA,NA,NA,0.7415,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,44.66,0,172393,279.6,67.5,0,279.6,1
"4",2006-12-31,0,1.18,0.2139,NA,0,0,0,0,NA,NA,NA,0.67321178120617,0,NA,0,0,0,0,0,0,0,NA,0.05,NA,0,4.2,11.607142857143,NA,0.22252855454904,NA,0.77,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,48.75,0,57700,264.3,69,0,264.3,0.9
"5",2005-12-31,0,1.04,0.1971,NA,0,0,0,0,NA,NA,NA,0.56823947234906,0,NA,0,0,0,0,0,0,0,NA,0.05,NA,0,3.67,19.267029972752,NA,0.21941272430669,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,70.71,0,34300,236,61.2,0,236,0.7
"6",2004-12-31,0,0.25,0.1844,NA,NA,0,0,0,NA,0,0,0.27114967462039,0,0,0,NA,NA,NA,0,0,NA,NA,0.057,NA,0,NA,NA,0,0.12561548150693,NA,0.7479,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,49,0,76800,219.7,29.1,0,219.7,0.65
"7",2003-12-31,0,0.13,0.1817,NA,NA,0,0,0,NA,0,0,0.1430930104568,0,0,0,NA,NA,NA,0,0,0,NA,0.08,NA,0,3.38,13.298816568047,0,0.13686264942669,NA,0.7289,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,44.95,0,18200,198,22.7,0,198,0.6
"8",2002-12-31,0,0.01,0.1413,NA,NA,0,0,0,NA,NA,0,0.014,0,NA,0,0,0,0,0,0,NA,NA,0.0833,0,0,3.59,11.490250696379,0,0.16598273666336,NA,0.7078,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,41.25,0,58416,194.3,52.4,0,194.3,0.55
"9",2001-12-31,NA,-0.16,0.1511,0,NA,0,0,0,NA,NA,0,-0.1853,0,0.0371,0,NA,NA,NA,0,0,NA,NA,0.0818,NA,0,NA,NA,NA,0.11313161424952,0,0.5503,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,30.8,0,9900,0,55.7,0,192.4,0.6
"10",2000-12-31,NA,0.55,0.1942,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0998,NA,0,NA,9.4388059701493,NA,0.12170212765957,NA,0.4331,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,31.62,0,NA,NA,54.6,0,162.2,NA
"11",1999-12-31,NA,0.6,0.2373,NA,NA,0,0,0,0,NA,NA,0.37926675094817,0,0,0,0,0,0,0,668.4,NA,4.5407608695652,0.0917,0,668.4,NA,8.8524590163934,0,0.18753193663771,NA,0.4855,0,668.4,0,0,NA,0.30434782608696,NA,0,NA,0,4.5407608695652,NA,NA,0,NA,NA,NA,NA,44.8,14.919642857143,147.2,NA
