"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.9,0.1807,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.1307,NA,0,1.04,24.12,NA,0.1466,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,25.08,0,271339,163.9,15.1,NA,163.9,1.05
"2",2008-12-31,0,1.36,0.3815,NA,NA,NA,0,0,NA,NA,NA,0.46133682830931,0,NA,0,NA,NA,NA,0,0,0,NA,0.06,NA,0,1.29,13.077519379845,NA,0.35089728904162,NA,0.9774,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,16.87,0,384232,140.6,30.5,NA,140.6,1.1
"3",2007-12-31,0,1.27,0.285,NA,0,0,0,0,NA,NA,NA,0.56140350877193,0,NA,0,0,0,0,0,0,0,NA,0.07,NA,0,1.33,10.729323308271,NA,0.51489133351221,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,14.27,0,235980,131.8,24.7,0,131.8,1
"4",2006-12-31,0,1.09,0.187,NA,0,0,0,0,NA,NA,NA,0.72727272727273,0,NA,0,0,0,0,0,0,0,NA,0.07,NA,0,1.31,18.412213740458,NA,0.15560868698944,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,24.12,0,198800,106.2,18.4,0,106.2,0.85
"5",2005-12-31,0,0.79,0.1668,NA,0,0,0,0,NA,NA,NA,0.67146282973621,0,NA,0,0,0,0,0,0,0,NA,0.07,NA,0,1.17,21.384615384615,NA,0.16337907375643,NA,0.9459,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,25.02,0,164500,98.4,22.8,0,98.4,0.7
"6",2004-12-31,0,0.3,0.1623,NA,NA,0,0,0,NA,0,0,0.36968576709797,0,0,0,NA,NA,NA,0,0,NA,NA,0.07,NA,0,NA,NA,0,0.15371809100999,NA,0.8632,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,20.01,0,89700,80.2,0,NA,80.2,0.6
"7",2003-12-31,0,0.22,0.1947,NA,NA,0,0,0,NA,0,0,0.22598870056497,0,0,0,NA,NA,NA,0,0,0,NA,0.07,NA,0,NA,NA,0,0.18158935634664,NA,0.7909,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,16.25,0,23300,69.3,7.2,0,69.3,0.55
"8",2002-12-31,0,0.29,0.2165,NA,NA,0,0,0,NA,NA,0,0.2967,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0.94,13.382978723404,0,0.26263131565783,NA,0.752,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,12.58,0,71241,68.9,NA,NA,68.9,0.45
"9",2001-12-31,NA,0.19,0.2113,0,NA,0,0,0,NA,NA,0,0.1565,0,0.07,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.16812964213369,0,0.5743,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,7.66,0,40700,0,22,0,0,0.5
"10",2000-12-31,NA,0.5,0.1963,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.03,NA,0,NA,NA,NA,0.11333847340015,NA,0.4717,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,6.5,0,NA,NA,24.1,0,88.5,NA
"11",1999-12-31,NA,0.5,0.2019,NA,NA,0,0,0,0,NA,NA,0.37147102526003,0,0,0,0,0,0,0,169.4,NA,1.7392197125257,NA,0,169.4,NA,7.8604651162791,0,0.13961387200572,NA,0.4081,0,169.4,0,0,NA,0.083162217659138,NA,0,NA,0,1.7392197125257,NA,NA,0,NA,NA,NA,NA,8.1,20.913580246914,97.4,NA
