"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.57,0.3184,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0949,NA,0,NA,NA,NA,0.1794,NA,0.9539,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,13.31,0,620530,124.2,-8.9,NA,124.2,1.25
"2",2008-12-31,0,1.96,0.7083,NA,NA,NA,0,0,NA,NA,NA,0.28236622899901,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1.83,5.2131147540984,NA,0.54153251770766,NA,0.834,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,9.54,0,221752,135.2,-10,NA,135.2,1.25
"3",2007-12-31,0,1.97,0.4782,NA,0,0,0,0,NA,NA,NA,0.35131744040151,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0.65,9.5076923076923,NA,0.75117201586729,NA,0.8511,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,6.18,0,163343,145.3,26.8,0,145.3,1.05
"4",2006-12-31,0,1.35,0.2076,NA,0,0,0,0,NA,NA,NA,0.61657032755299,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,2.62,7.6603053435114,NA,0.30515325025261,NA,0.8939,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,20.07,0,185200,154.5,55,0,154.5,0.8
"5",2005-12-31,0,1.35,0.2195,NA,0,0,0,0,NA,NA,NA,0.51025056947608,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0.65,58.676923076923,NA,0.21022031823745,NA,0.8746,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,38.14,0,74700,149.2,15.1,0,149.2,0.7
"6",2004-12-31,0,0.3,0.191,NA,NA,0,0,0,NA,0,0,0.31413612565445,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,2.44,10.885245901639,0,0.12465659340659,NA,0.8153,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,26.56,0,27000,147.2,16.7,0,147.2,0.65
"7",2003-12-31,0,0.03,0.1689,NA,NA,0,0,0,NA,0,0,0.035523978685613,0,0,0,NA,NA,NA,0,0,0,NA,0.0787,NA,0,2.06,15.669902912621,0,0.18464082307551,NA,0.7741,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,32.28,0,24300,118.4,15.5,0,118.4,0.6
"8",2002-12-31,0,0.04,0.1359,NA,NA,0,0,0,NA,NA,0,0.0567,0,NA,0,0,0,0,0,0,NA,NA,0.0605,0,0,2.03,13.827586206897,0,0.18895966029724,NA,0.6947,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,28.07,0,48162,104.4,8.1,0,104.4,0.55
"9",2001-12-31,NA,0.12,0.173,0,NA,0,0,0,NA,NA,0,0.1214,0,0.0853,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,NA,NA,NA,0.12972972972973,0,0.5318,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,19.81,0,7400,0,9.8,0,89.2,0.55
"10",2000-12-31,NA,0.5,0.1884,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,NA,7.038961038961,NA,0.15851272015656,NA,0.2513,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,16.26,0,NA,NA,13.7,0,97.3,NA
"11",1999-12-31,NA,0.45,0.1801,NA,NA,0,0,0,0,NA,NA,0.37479178234314,0,0,0,0,0,0,0,99.1,NA,1.1060267857143,0.06,0,99.1,NA,5.4813432835821,0,0.13783566152015,NA,0.3294,0,99.1,0,0,NA,0.1640625,NA,0,0,1.1060267857143,NA,NA,0,NA,NA,NA,NA,14.7,6.7414965986395,89.6,NA
