"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.2,0.2755,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0721,NA,0,3.14,18.57,NA,0.117,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,58.3,0,497191,535.6,269.1,NA,535.6,1.55
"2",2008-12-31,0,3.14,1.2515,NA,NA,NA,0,0,NA,NA,NA,0.21094686376348,0,NA,0,NA,NA,NA,0,0,0,NA,0.04,NA,0,4.03,8.9205955334988,NA,0.75040073276849,NA,0.9691,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,35.95,0,3088695,859.7,277.7,NA,859.7,1.65
"3",2007-12-31,0,2.38,0.488,NA,0,0,0,0,NA,NA,NA,0.50819672131147,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.80403254333215,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,18.16,0,2884771,725.7,98.4,0,725.7,1.55
"4",2006-12-31,0,1.55,0.2095,NA,0,0,0,0,NA,NA,NA,0.6873508353222,0,NA,0,0,0,0,0,0,0,NA,0.0697,NA,0,4.63,14.008639308855,NA,0.19736461885222,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,64.86,0,1072534,848.8,61,0,848.8,0.9
"5",2005-12-31,0,1.38,0.2401,NA,0,0,0,0,NA,NA,NA,0.49979175343607,0,NA,0,0,0,0,0,0,0,NA,0.0793,NA,0,4.46,19.410313901345,NA,0.13263979193758,NA,0.9773,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,86.57,0,501900,738.6,NA,NA,738.6,0.75
"6",2004-12-31,0,0.32,0.2499,NA,NA,0,0,0,NA,0,0,0.25610244097639,0,0,0,NA,NA,NA,0,0,NA,NA,0.0809,NA,0,4.37,15.377574370709,0,0.1457528957529,NA,0.937,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,67.2,0,114600,714.5,60.1,0,714.5,0.7
"7",2003-12-31,0,0.28,0.2305,NA,NA,0,0,0,NA,0,0,0.24295010845987,0,0,0,NA,NA,NA,0,0,0,NA,0.0732,NA,0,3.91,15.808184143222,0,0.23372402245642,NA,0.9374,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,61.81,0,95800,519.2,89.4,0,519.2,0.65
"8",2002-12-31,0,0.25,0.1722,NA,NA,0,0,0,NA,NA,0,0.3181,0,NA,0,0,0,0,0,0,NA,NA,0.0733,0,0,3.56,12.185393258427,0,0.21258760478219,NA,0.931,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,43.38,0,187252,471.3,103.7,0,471.3,0.6
"9",2001-12-31,NA,0.05,0.2102,0,NA,0,0,0,NA,NA,0,0.0433,0,0.0768,0,NA,NA,NA,0,0,NA,NA,0.074,NA,0,NA,NA,NA,0.11278988053408,0,0.9134,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,29.48,0,69300,0,40.2,0,331.1,0.65
"10",2000-12-31,NA,0.65,0.2342,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.065,NA,0,NA,8.5636942675159,NA,0.18158848731187,NA,0.789,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,26.89,0,NA,NA,37.8,0,333,NA
"11",1999-12-31,NA,0.7,0.221,NA,NA,0,0,0,0,NA,NA,0.47511312217195,0,0,0,0,0,0,0,692,NA,2.2094508301405,0.0654,0,692,NA,6.9235880398671,0,0.14947867078466,NA,0.8451,0,692,0,0,NA,0.14750957854406,NA,0,NA,0,2.2094508301405,NA,NA,0,NA,NA,NA,NA,46.2,14.978354978355,313.2,NA
