"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.91,0.2468,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2.83,47.91,NA,0.1001,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,135.59,0,581294,1034.6,355.1,NA,1034.6,1.05
"2",2008-12-31,0,1.46,0.3633,NA,NA,NA,0,0,NA,NA,NA,0.5064684833471,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2.07,39.666666666667,NA,0.39220038046924,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,82.11,0,2326994,886.3,119.5,NA,886.3,1.15
"3",2007-12-31,0,1.37,0.2955,NA,0,0,0,0,NA,NA,NA,0.59560067681895,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,2.62,23.12213740458,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,60.58,0,1887077,846.5,188,0,846.5,1.1
"4",2006-12-31,0,1.89,0.239,NA,0,0,0,0,NA,NA,NA,0.63598326359833,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,2.68,31.350746268657,NA,0.25535833891494,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,84.02,0,1359000,757.3,275.7,0,757.3,0.95
"5",2005-12-31,0,1.11,0.1692,NA,0,0,0,0,NA,NA,NA,0.7565011820331,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,2.05,63.439024390244,NA,0.20463596903387,NA,0.9386,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,130.05,0,405600,715.4,NA,NA,715.4,0.8
"6",2004-12-31,68.2,0.43,0.1932,NA,NA,0,0,0,0,NA,0,0.44513457556936,0,0.031831427930957,193.688,NA,NA,NA,0,6148.2,NA,NA,NA,NA,6148.2,1.6,55.7625,0,0.17731214787618,NA,0.9641,0,6148.2,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,89.22,0,313900,NA,234.3,26.240717029449,0,0.7
"7",2003-12-31,68.2,0.43,0.1773,NA,NA,0,0,0,0,0,0,0.48505358150028,0,0.037588938112498,190.96,NA,NA,NA,0,5117.7,8.1479063843337,NA,NA,NA,5117.7,1.41,52.829787234043,0,0.23258869908016,NA,0.9412,0,5117.7,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,74.49,0,197300,628.1,234.3,21.842509603073,628.1,0.65
"8",2002-12-31,68.2,0.29,0.1649,NA,NA,0,0,0,0,NA,0,0.3816,0,0.057201054397316,190.96,0,0,0,0,3338.4,NA,NA,NA,0,3338.4,1.39,35.21582733813,0,0.17033549146557,NA,0.868,0,3338.4,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,48.95,0,276586,626.2,NA,NA,626.2,0.65
"9",2001-12-31,NA,0.17,0.1805,0,NA,0,0,0,NA,NA,0,0.1648,0,0.0725,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,2.38,15.453781512605,NA,0.18929297492659,0,0.8714,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,36.78,0,320800,0,0,NA,634.9,0.65
"10",2000-12-31,NA,0.6,0.18,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,17.651851851852,NA,0.10015898251192,NA,0.8324,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,47.66,0,NA,NA,120.2,0,633.1,NA
"11",1999-12-31,NA,0.65,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,3206.2,NA,5.7894546767786,0.1041,0,3206.2,NA,11.943069306931,0,0.20715350223547,NA,0.9424,0,3206.2,0,0,NA,0.23781148429036,NA,0,NA,0,5.7894546767786,NA,NA,0,NA,NA,NA,NA,131.7,24.344722854973,553.8,NA
