"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.98,0.2088,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0.68,38.4,NA,0.1004,0.066,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,26.11,0,600231,714.4,68,NA,714.4,1.2
"2",2008-12-31,0,1.79,0.4837,NA,NA,NA,0,0,NA,NA,NA,0.41347942939839,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0.89,38.842696629213,NA,0.46534267912773,0.103,0.9101,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,34.57,0,1593083,755.7,58,NA,755.7,1.25
"3",2007-12-31,0,1.57,0.3235,NA,0,0,0,0,NA,NA,NA,0.5935085007728,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,1.04,23.557692307692,NA,NA,0.1019,0.9267,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,24.5,0,1490812,793.6,73.6,0,793.6,1.2
"4",2006-12-31,0,1.57,0.2126,NA,0,0,0,0,NA,NA,NA,0.63969896519285,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,1.32,23.371212121212,NA,0.30035660876567,0.084,0.9407,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,30.85,0,858596,769.9,83.4,0,769.9,0.85
"5",2005-12-31,0,1.12,0.1936,NA,0,0,0,0,NA,NA,NA,0.66115702479339,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,1.27,40.157480314961,NA,0.13532909575559,0.09,0.9271,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,51,0,203200,724.3,NA,NA,724.3,0.8
"6",2004-12-31,57.3,0.33,0.195,NA,NA,0,0,0,0,0,0,0.33846153846154,0,0.058238964640629,144.396,NA,NA,NA,0,2511.2,3.967140600316,NA,NA,NA,2511.2,1.59,27.213836477987,0,0.090888537191951,0.105,0.8715,0,2511.2,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,43.27,0,205500,633,0,NA,633,0.7
"7",2003-12-31,57.3,0.38,0.1964,NA,NA,0,0,0,0,0,0,0.38696537678208,0,0.056062291434928,144.396,NA,NA,NA,0,2694,4.6051282051282,NA,NA,NA,2694,2.02,22.252475247525,0,0.15820601281419,0.112,0.8464,0,2694,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,44.95,0,151200,585,140.2,19.215406562054,585,0.65
"8",2002-12-31,57.3,0,0,NA,NA,0,0,0,0,NA,0,0,0,0.062153925619835,144.396,0,0,0,0,2323.2,NA,NA,NA,0,2323.2,2.19,18.593607305936,0,0.1990042465954,NA,0.8567,0,2323.2,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,40.72,0,214053,578.9,NA,NA,578.9,0.65
"9",2001-12-31,NA,NA,NA,0,NA,0,0,0,NA,NA,0,NA,0,0.0872,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,2.69,10.591078066915,NA,0.14574314574315,0,0.7909,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,28.49,0,129500,0,0,NA,570.2,0.75
"10",2000-12-31,NA,0.75,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,0.072,NA,0,NA,8.0314960629921,NA,0.11631131911943,NA,0.7961,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,30.6,0,NA,NA,144.5,0,582.2,NA
"11",1999-12-31,NA,0.85,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1556.2,NA,2.7163553848839,0.085,0,1556.2,NA,7.5040871934605,0,0.11864406779661,NA,0.8309,0,1556.2,0,0,NA,0.29324489439693,NA,0,NA,0,2.7163553848839,NA,NA,0,NA,NA,NA,NA,168,9.2630952380952,572.9,NA
