"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.96,0.2323,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1.35,50.53,NA,0.0967,0.062,0.9611,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,68.21,0,326588,726.5,88.7,NA,726.5,1.1
"2",2008-12-31,0,1.81,0.4621,NA,NA,NA,0,0,NA,NA,NA,0.3981822116425,0,NA,0,NA,NA,NA,0,0,0,NA,0.048,NA,0,2.99,14.170568561873,NA,0.46627565982405,NA,0.9819,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,42.37,0,1405875,630.8,5.2,NA,630.8,1.15
"3",2007-12-31,0,1.39,0.3167,NA,0,0,0,0,NA,NA,NA,0.50520997789706,0,NA,0,0,0,0,0,0,0,NA,0.044,NA,0,3.58,8.7541899441341,NA,0.53425414364641,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,31.34,0,1369145,628,52.3,0,628,1
"4",2006-12-31,0,1.67,0.2469,NA,0,0,0,0,NA,NA,NA,0.55083029566626,0,NA,0,0,0,0,0,0,0,NA,0.059,NA,0,3.64,11.686813186813,NA,0.28240480961924,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,42.54,0,971700,609.1,75.5,0,609.1,0.85
"5",2005-12-31,0,0.82,0.1732,NA,0,0,0,0,NA,NA,NA,0.78521939953811,0,NA,0,0,0,0,0,0,0,NA,0.0568,NA,0,3.86,19.132124352332,NA,0.17278166222158,NA,0.8962,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,73.85,0,553600,577.8,66.2,0,577.8,0.85
"6",2004-12-31,0,0.51,0.1706,NA,NA,0,0,0,NA,0,0,0.5978898007034,0,0,0,NA,NA,NA,0,0,NA,NA,0.0572,NA,0,NA,NA,0,0.14367160775371,NA,0.8989,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,57.85,0,342300,440,32.4,0,440,0.7
"7",2003-12-31,0,0.46,0.1602,NA,NA,0,0,0,NA,0,0,0.57428214731586,0,0,0,NA,NA,NA,0,0,0,NA,0.0673,NA,0,3.23,15.616099071207,0,0.12286538035041,NA,0.7938,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,50.44,0,182200,428.1,32.2,0,428.1,0.65
"8",2002-12-31,0,0.26,0.1579,NA,NA,0,0,0,NA,NA,0,0.3637,0,NA,0,0,0,0,0,0,NA,NA,0.0702,0,0,3.07,14.231270358306,0,0.18362979804734,NA,0.7272,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,43.69,0,126192,411.7,26.1,0,411.7,0.6
"9",2001-12-31,NA,0.12,0.1771,0,NA,0,0,0,NA,NA,0,0.1156,0,0.0772,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,3.19,9.9184952978056,NA,0.18000283245999,0,0.7527,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,31.64,0,61700,0,0,NA,0,0.65
"10",2000-12-31,NA,0.55,0.1572,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.07,NA,0,NA,9.5703125,NA,0.12215909090909,NA,0.6992,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,36.75,0,NA,NA,69.4,0,423.3,NA
"11",1999-12-31,NA,0.65,0.1902,NA,NA,0,0,0,0,NA,NA,0.51261829652997,0,0,0,0,0,0,0,1255.3,NA,3.2096650473025,0.0915,0,1255.3,NA,8.843085106383,0,0.13536927287074,NA,0.7231,0,1255.3,0,0,NA,0.14293019688059,NA,0,NA,0,3.2096650473025,NA,NA,0,NA,NA,NA,NA,55.9,22.456171735242,391.1,NA
