"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.6,0.1818,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4.51,14.36,NA,0.0956,NA,0.9202,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,64.75,0,148409,487.8,72.8,NA,487.8,0.9
"2",2008-12-31,0,1.25,0.3635,NA,NA,NA,0,0,NA,NA,NA,0.44016506189821,0,NA,0,NA,NA,NA,0,0,0,NA,0.045,NA,0,3.75,12.874666666667,NA,0.38956043956044,NA,0.8649,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,48.28,0,579221,376.4,32.7,NA,376.4,1
"3",2007-12-31,0,0.98,0.2955,NA,0,0,0,0,NA,NA,NA,0.5414551607445,0,NA,0,0,0,0,0,0,0,NA,0.0625,NA,0,3.72,9.989247311828,NA,0.43931664491636,NA,0.873,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,37.16,0,497936,369.3,29.7,0,369.3,1
"4",2006-12-31,0,1.48,0.2184,NA,0,0,0,0,NA,NA,NA,0.6959706959707,0,NA,0,0,0,0,0,0,0,NA,0.065,NA,0,3.52,11.278409090909,NA,0.18366949235116,NA,0.8471,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,39.7,0,217158,346.8,27.5,0,346.8,0.95
"5",2005-12-31,0,1.01,0.1886,NA,0,0,0,0,NA,NA,NA,0.63626723223754,0,NA,0,0,0,0,0,0,0,NA,0.0625,NA,0,3.33,17.189189189189,NA,0.1564280080624,NA,0.7942,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,57.24,0,166600,319.6,20.1,0,319.6,0.75
"6",2004-12-31,0,0.54,0.1841,NA,NA,0,0,0,NA,0,0,0.58663769690386,0,0,0,NA,NA,NA,0,0,NA,NA,0.0488,NA,0,NA,NA,0,0.16979373033446,NA,0.6204,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,48.48,0,67700,273.6,14.4,0,273.6,0.7
"7",2003-12-31,0,0.38,0.154,NA,NA,0,0,0,NA,NA,0,0.49350649350649,0,0,0,NA,NA,NA,0,0,NA,NA,0.03,NA,0,3,13.516666666667,0,0.14405010438413,NA,0.5158,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,40.55,0,38900,NA,53,0,0,0.65
"8",2002-12-31,0,0.31,0.1204,NA,NA,0,0,0,NA,NA,0,0.559,0,NA,0,0,0,0,0,0,NA,NA,0.03,0,0,NA,NA,0,0.18947368421053,NA,0.4037,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,33.77,0,51848,233.4,10.3,0,233.4,0.65
"9",2001-12-31,NA,0.16,0.114,0,NA,0,0,0,NA,NA,0,0.2471,0,0.0956,0,NA,NA,NA,0,0,NA,NA,0.035,NA,0,NA,NA,NA,0.10989678202793,0,0.2982,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,23.66,0,22100,0,28.1,0,225,0.65
"10",2000-12-31,NA,0.6,0.1511,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.03,NA,0,NA,9.2666666666667,NA,0.10441601320677,NA,0.3008,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,26.41,0,NA,NA,11.3,0,226.6,NA
"11",1999-12-31,NA,0.6,0.1758,NA,NA,0,0,0,0,NA,NA,0.51194539249147,0,0,0,0,0,0,0,400.8,NA,1.7989228007181,0.047,0,400.8,NA,7.8793103448276,0,0.078590785907859,NA,0.355,0,400.8,0,0,NA,0,NA,0,NA,0,1.7989228007181,NA,NA,0,NA,NA,NA,NA,0,NA,222.8,NA
