"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.52,0.1886,NA,NA,NA,0,0,NA,NA,NA,0.69,0,NA,0,NA,NA,NA,0,0,0,NA,0.0633,NA,0,3.17,17.83,NA,0.1384,NA,0.4504,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,56.53,0,76853,92.9,64.1,NA,92.9,0.8
"2",2008-12-31,0,0.8,0.3021,NA,NA,NA,0,0,NA,NA,NA,0.45018205892089,0,NA,0,NA,NA,NA,0,0,0,NA,0.055,NA,0,NA,NA,NA,0.28692699490662,NA,0.4054,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,36.99,0,111632,63,55.5,NA,63,0.85
"3",2007-12-31,0,0.71,0.2534,NA,0,0,0,0,NA,NA,NA,0.53670086819258,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.34357005758157,NA,0.4339,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,27.43,0,135465,62.3,57.5,0,62.3,0.85
"4",2006-12-31,0,1.23,0.2035,NA,0,0,0,0,NA,NA,NA,0.66830466830467,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.13655260633195,NA,0.3951,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,27.77,0,99200,155.3,89.2,0,155.3,0.85
"5",2005-12-31,0,1.23,0.2434,NA,0,0,0,0,NA,NA,NA,0.42728019720624,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.18879887284255,NA,0.3647,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,33,0,48100,150.7,52.2,0,150.7,0.65
"6",2004-12-31,0,0.65,0.2548,NA,NA,0,0,0,NA,0,0,0.51020408163265,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0.10535714285714,NA,0.3822,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,25.96,0,69800,161,55.1,0,161,0.6
"7",2003-12-31,0,0.54,0.2677,NA,NA,0,0,0,NA,0,0,0.40343668285394,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,0,0.16890995260663,NA,0.3666,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,28.57,0,28400,155.5,47.3,0,155.5,0.55
"8",2002-12-31,0,0.01,0.3809,NA,NA,0,0,0,NA,NA,0,0.0081,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0.29253808417248,NA,0.2615,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,25.66,0,83892,169.7,29.1,0,169.7,0.5
"9",2001-12-31,NA,-0.26,0.4407,0,NA,0,0,0,NA,NA,0,-0.1017,0,0.0908,0,NA,NA,NA,0,0,NA,NA,0.03,NA,0,NA,NA,NA,0.13982065758884,0,0.2711,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,15.41,0,16800,0,31.1,0,150.2,0.55
"10",2000-12-31,NA,0.6,0.4633,NA,NA,0,0,0,NA,NA,NA,0.38851715950788,0,NA,0,NA,NA,NA,0,0,NA,NA,0.075,NA,0,NA,9.125,NA,0.34054054054054,NA,0.2786,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,14.6,0,NA,NA,20.5,0,138.3,NA
"11",1999-12-31,NA,0.65,0.3526,NA,NA,0,0,0,0,NA,NA,0.27651730005672,0,0,0,0,0,0,0,217.9,NA,1.4516988674217,0.045,0,217.9,NA,3.1023102310231,0,0.54651162790698,NA,0.193,0,217.9,0,0,NA,0.30246502331779,NA,0,NA,0,1.4516988674217,NA,NA,0,NA,NA,NA,NA,45.4,4.7995594713656,150.1,NA
