"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,1.4,0.2831,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2.92,26.25,NA,0.137,0.025,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,76.65,0,549966,1378.5,154.7,NA,1378.5,1.55
"2",2010-12-31,0,2.31,0.6474,NA,NA,NA,0,0,0,NA,NA,0.61785603954279,0,0.006,34.119,NA,NA,NA,0,5686.5,4.6964816650149,NA,0.0541,NA,5686.5,4.79,13.912317327766,NA,0.26400786406404,NA,NA,NA,5686.5,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,66.64,0,928044,1210.8,195.1,29.146591491543,1210.8,1.6
"3",2008-12-31,0,2.91,0.7683,NA,NA,NA,0,0,NA,NA,NA,0.34361577508786,0,NA,0,NA,NA,NA,0,0,0,NA,0.06,NA,0,4.47,11.23937360179,NA,0.73807599029911,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,50.24,0,3177818,1057.5,57.5,NA,1057.5,1.65
"4",2007-12-31,0,2.35,0.4799,NA,0,0,0,0,NA,NA,NA,0.45009376953532,0,NA,0,0,0,0,0,0,0,NA,0.1111,NA,0,6.21,4.170692431562,NA,0.8575629479875,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,25.9,0,2102440,1110.3,137.9,0,1110.3,1.35
"5",2006-12-31,0,1.48,0.2417,NA,0,0,0,0,NA,NA,NA,0.59577989242863,0,NA,0,0,0,0,0,0,0,NA,0.0823,NA,0,5.76,15.076388888889,NA,0.29023350253807,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,86.84,0,939629,972.2,542.8,0,972.2,0.9
"6",2005-12-31,0,1.25,0.2183,NA,0,0,0,0,NA,NA,NA,0.58634906092533,0,NA,0,0,0,0,0,0,0,NA,0.0795,NA,0,4.59,28.928104575163,NA,0.31494252873563,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,132.78,0,549000,511,203,0,511,0.8
"7",2004-12-31,0,0.57,0.2034,NA,NA,0,0,0,NA,0,0,0.56047197640118,0,0,0,NA,NA,NA,0,0,NA,NA,0.0708,NA,0,NA,NA,0,0.19655755340403,NA,0.9857,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,76.07,0,251500,373.1,109,0,373.1,0.7
"8",2003-12-31,0,0.49,0.1848,NA,NA,0,0,0,NA,0,0,0.53030303030303,0,0,0,NA,NA,NA,0,0,0,NA,0.0776,NA,0,3.75,15.757333333333,0,0.23263710258257,NA,0.9635,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,59.09,0,89000,351,88.7,0,351,0.7
"9",2002-12-31,0,0.22,0.1499,NA,NA,0,0,0,NA,NA,0,0.3243,0,NA,0,0,0,0,0,0,NA,NA,0.0798,0,0,3.47,11.804034582133,0,0.17203682393556,NA,0.9456,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,40.96,0,152963,287.4,83.4,0,287.4,0.65
"10",2001-12-31,NA,0.07,0.1846,0,NA,0,0,0,NA,NA,0,0.0702,0,0.0609,0,NA,NA,NA,0,0,NA,NA,0.0976,NA,0,NA,NA,NA,0.14795120425399,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,30.61,0,102400,0,62.7,0,248.2,0.7
"11",2000-12-31,NA,0.65,0.2058,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.1037,NA,0,NA,9.3556231003039,NA,0.11965065502183,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,30.78,0,NA,NA,NA,NA,NA,NA
"12",1999-12-31,NA,0.65,0.2468,NA,NA,0,0,0,0,NA,NA,0.395056726094,0,0,0,0,0,0,0,667.1,NA,2.9504643962848,0.0998,0,667.1,NA,9.5567010309278,0,0.17961165048544,NA,0.9766,0,667.1,0,0,NA,0.30340557275542,NA,0,NA,0,2.9504643962848,NA,NA,0,NA,NA,NA,NA,68.6,9.7244897959184,226.1,NA
