"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.95,0.2054,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3.63,12.7,NA,0.0998,NA,0.9849,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,46.11,0,357996,297.6,128.7,NA,297.6,1.25
"2",2008-12-31,0,2.04,0.5744,NA,NA,NA,0,0,NA,NA,NA,0.36211699164345,0,NA,0,NA,NA,NA,0,0,0,NA,0.08,NA,0,3.38,10.434911242604,NA,0.5139116202946,NA,0.9144,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,35.27,0,753004,278.1,115.9,NA,278.1,1.3
"3",2007-12-31,0,1.6,0.3711,NA,0,0,0,0,NA,NA,NA,0.51738075990299,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,4.61,6.4642082429501,NA,0.5870315014946,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,29.8,0,754379,239.8,121.6,0,239.8,1.2
"4",2006-12-31,0,1.43,0.2344,NA,0,0,0,0,NA,NA,NA,0.68259385665529,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,4.15,10.303614457831,NA,0.26256983240224,NA,0.8987,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,42.76,0,363700,217.6,95.1,0,217.6,1
"5",2005-12-31,0,1.22,0.2208,NA,0,0,0,0,NA,NA,NA,0.57971014492754,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,3.74,15.625668449198,NA,0.24340691541317,NA,0.7965,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,58.44,0,90700,189.7,75.2,0,189.7,0.8
"6",2004-12-31,0,0.28,0.1767,NA,NA,0,0,0,NA,0,0,0.31692133559706,0,0,0,NA,NA,NA,0,0,NA,NA,0.1,NA,0,3.35,12.149253731343,0,0.10542168674699,NA,0.7197,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,40.7,0,116800,153.8,63.9,0,153.8,0.7
"7",2003-12-31,0,0.29,0.1969,NA,NA,0,0,0,NA,0,0,0.29456576942611,0,0,0,NA,NA,NA,0,0,0,NA,0.1392,NA,0,3.07,14.351791530945,0,0.17835566062516,NA,0.6212,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,44.06,0,21400,116.4,48.8,0,116.4,0.65
"8",2002-12-31,0,0.34,0.2153,NA,NA,0,0,0,NA,NA,0,0.3505,0,NA,0,0,0,0,0,0,NA,NA,0.125,0,0,2.62,13.637404580153,0,0.21596163726665,NA,0.5373,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,35.73,0,76164,85.9,34.4,0,85.9,0.6
"9",2001-12-31,NA,0.15,0.2463,0,NA,0,0,0,NA,NA,0,0.1059,0,0.0802,0,NA,NA,NA,0,0,NA,NA,0.083,NA,0,NA,NA,NA,0.14285714285714,0,0.4646,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,23.76,0,6000,0,26.2,0,60.6,0.6
"10",2000-12-31,NA,0.55,0.2504,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,7.7379032258065,NA,0.25730713943459,NA,0.2992,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,19.19,0,NA,NA,23.7,0,54.7,NA
"11",1999-12-31,NA,0.6,0.2695,NA,NA,0,0,0,0,NA,NA,0.33395176252319,0,0,0,0,0,0,0,196.9,NA,3.6194852941176,0.065,0,196.9,NA,5.7102040816327,0,0.2,NA,0.3777,0,196.9,0,0,NA,0.45220588235294,NA,0,NA,0,3.6194852941176,NA,NA,0,NA,NA,NA,NA,24.6,8.0040650406504,54.4,NA
