"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.85,0.2003,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1.37,36.94,NA,0.1504,NA,0.4827,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,50.61,0,49586,49.3,54.4,NA,49.3,0.85
"2",2008-12-31,0,0.49,0.2468,NA,NA,NA,0,0,NA,NA,NA,0.58346839546191,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0.18899882609425,NA,0.47,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,32.03,0,46925,31.3,17.7,NA,31.3,0.9
"3",2007-12-31,0,0.79,0.2624,NA,0,0,0,0,NA,NA,NA,0.57926829268293,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.30391506303915,NA,0.4508,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,32.91,0,128175,28.5,16.6,0,28.5,0.95
"4",2006-12-31,0,1.35,0.2481,NA,0,0,0,0,NA,NA,NA,0.58041112454655,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.19664200341491,NA,0.4506,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,33.3,0,73660,29.9,64,0,29.9,0.9
"5",2005-12-31,0,1.1,0.2515,NA,0,0,0,0,NA,NA,NA,0.50894632206759,0,NA,0,0,0,0,0,0,0,NA,0.035,NA,0,0.62,62.870967741936,NA,0.15763968072976,NA,0.4047,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,38.98,0,24600,33.3,21.4,0,33.3,0.8
"6",2004-12-31,0,0.24,0.2201,NA,NA,0,0,0,NA,0,0,0.21808268968651,0,0,0,NA,NA,NA,0,0,NA,NA,0.035,NA,0,NA,NA,0,0.19718309859155,NA,0.3557,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,31.33,0,23100,33.4,24.5,0,33.4,0.7
"7",2003-12-31,0,0.03,0.1785,NA,NA,0,0,0,NA,0,0,0.033613445378151,0,0,0,NA,NA,NA,0,0,0,NA,0.03,NA,0,NA,NA,0,0.17294520547945,NA,0.3575,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,32.18,0,11000,1039.3,66.8,0,1039.3,0.7
"8",2002-12-31,0,-0.15,0.128,NA,NA,0,0,0,NA,NA,0,-0.2509,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0.11399443929564,NA,0.3315,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,30.07,0,30529,28.2,21.3,0,28.2,0.65
"9",2001-12-31,NA,-0.03,0.1784,0,NA,0,0,0,NA,NA,0,-0.0334,0,0.0741,0,NA,NA,NA,0,0,NA,NA,0.045,NA,0,NA,NA,NA,0.10615175625849,0,0.3288,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,25.92,0,90500,0,99.9,0,1624.1,0.65
"10",2000-12-31,NA,0.55,0.1962,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.03,NA,0,NA,9.8719008264463,NA,0.16201117318436,NA,0.2538,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,23.89,0,NA,NA,17.5,0,27.7,NA
"11",1999-12-31,NA,0.55,0.1999,NA,NA,0,0,0,0,NA,NA,0.41270635317659,0,0,0,0,0,0,0,172.9,NA,6.5492424242424,NA,0,172.9,NA,11.697674418605,0,0.16483516483516,NA,0.1578,0,172.9,0,0,NA,0.59090909090909,NA,0,NA,0,6.5492424242424,NA,NA,0,NA,NA,NA,NA,15.6,11.083333333333,26.4,NA
