"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.61,0.1852,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2.36,18.13,NA,0.1671,NA,0.4105,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,42.79,0,27801,189,31.2,NA,189,0.9
"2",2008-12-31,0,1.02,0.3999,NA,NA,NA,0,0,NA,NA,NA,0.40010002500625,0,NA,0,NA,NA,NA,0,0,0,NA,0.0375,NA,0,2.4,13.65,NA,0.36504653567735,NA,0.5106,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,32.76,0,63775,160,40.9,NA,160,1
"3",2007-12-31,0,0.9,0.3043,NA,0,0,0,0,NA,NA,NA,0.47321721984883,0,NA,0,0,0,0,0,0,0,NA,0.04,NA,0,2.68,14.738805970149,NA,0.44856577645895,NA,0.4723,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,39.5,0,84202,158.5,38.1,0,158.5,0.9
"4",2006-12-31,0,0.92,0.2543,NA,0,0,0,0,NA,NA,NA,0.56626032245379,0,NA,0,0,0,0,0,0,0,NA,0.065,NA,0,NA,NA,NA,0.19961759082218,NA,0.3765,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,51.09,0,67800,144.5,33,0,144.5,0.9
"5",2005-12-31,0,1.78,0.282,NA,0,0,0,0,NA,NA,NA,0.42553191489362,0,NA,0,0,0,0,0,0,0,NA,0.055,NA,0,NA,NA,NA,0.23443421765024,NA,0.2959,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,55.19,0,33000,133.2,31.2,0,133.2,0.75
"6",2004-12-31,0,0.56,0.232,NA,NA,0,0,0,NA,0,0,0.48275862068966,0,0,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,2.38,15.172268907563,0,0.11831899591031,NA,0.2683,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,36.11,0,15300,123.9,0,NA,123.9,0.6
"7",2003-12-31,0,0.25,0.2274,NA,NA,0,0,0,NA,0,0,0.21987686895339,0,0,0,NA,NA,NA,0,0,0,NA,0.06,NA,0,NA,NA,0,0.23472265747415,NA,0.2464,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,37.36,0,19800,105,23.3,0,105,0.55
"8",2002-12-31,0,0.11,0.1674,NA,NA,0,0,0,NA,NA,0,0.1459,0,NA,0,0,0,0,0,0,NA,NA,0.06,0,0,2.17,13.129032258065,0,0.15845909451946,NA,0.2013,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,28.49,0,21192,96.3,18.8,0,96.3,0.55
"9",2001-12-31,NA,0.11,0.1723,0,NA,0,0,0,NA,NA,0,0.1097,0,0.0655,0,NA,NA,NA,0,0,NA,NA,0.06,NA,0,2.18,10.518348623853,NA,0.11134903640257,0,0.1617,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,22.93,0,22100,0,17.9,0,92.1,0.55
"10",2000-12-31,NA,0.55,0.1762,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.06,NA,0,NA,9.8073394495413,NA,0.11557788944724,NA,0.1242,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,21.38,0,NA,NA,15.7,0,84.5,NA
"11",1999-12-31,NA,0.55,0.1804,NA,NA,0,0,0,0,NA,NA,0.45731707317073,0,0,0,0,0,0,0,258.3,NA,3.3329032258064,NA,0,258.3,NA,NA,0,0.14780579184965,NA,0.127,0,258.3,0,0,NA,0.18322580645161,NA,0,NA,0,3.3329032258064,NA,NA,0,NA,NA,NA,NA,14.2,18.19014084507,77.5,NA
