"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,0,0.62,0.1768,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0737,NA,0,NA,NA,NA,0.1035,NA,0.9022,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,61.31,0,384818,580,37.9,NA,580,0.95
"2",2008-12-31,0,1.32,0.3792,NA,NA,NA,0,0,NA,NA,NA,0.46413502109705,0,NA,0,NA,NA,NA,0,0,0,NA,0.0325,NA,0,3.2,14.909375,NA,0.3565720584183,NA,0.9454,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,47.71,0,735513,512.2,20.3,NA,512.2,1.1
"3",2007-12-31,0,1.09,0.3035,NA,0,0,0,0,NA,NA,NA,0.55354200988468,0,NA,0,0,0,0,0,0,0,NA,0.1624,NA,0,3.49,11.63323782235,NA,0.41561181434599,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,40.6,0,572420,514.7,28.3,0,514.7,1.05
"4",2006-12-31,0,1.73,0.2381,NA,0,0,0,0,NA,NA,NA,0.63838723225535,0,NA,0,0,0,0,0,0,0,NA,0.0595,NA,0,3.24,12.512345679012,NA,0.2250400678797,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,40.54,0,621567,503.9,51.2,0,503.9,0.95
"5",2005-12-31,0,1,0.1907,NA,0,0,0,0,NA,NA,NA,0.67121132669114,0,NA,0,0,0,0,0,0,0,NA,0.0508,NA,0,3.05,19.432786885246,NA,0.2238319101986,NA,0.9118,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,59.27,0,152600,471.4,31.2,0,471.4,0.8
"6",2004-12-31,0,0.38,0.1665,NA,NA,0,0,0,NA,0,0,0.45645645645646,0,0,0,NA,NA,NA,0,0,NA,NA,0.05,NA,0,2.84,14.37323943662,0,0.13545232273839,NA,0.8342,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,40.82,0,252400,484.6,0,NA,484.6,0.7
"7",2003-12-31,0,0.21,0.1491,NA,NA,0,0,0,NA,0,0,0.28169014084507,0,0,0,NA,NA,NA,0,0,0,NA,0.0603,NA,0,2.79,15.200716845878,0,0.089881998493598,NA,0.7839,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,42.41,0,89800,461.6,38.9,0,461.6,0.7
"8",2002-12-31,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,0.0622,0,0,NA,NA,0,0.13971917141665,NA,0.7962,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,40.41,0,205036,424.6,38.2,0,424.6,0.65
"9",2001-12-31,NA,NA,NA,0,NA,0,0,0,NA,NA,0,NA,0,0.0728,0,NA,NA,NA,0,0,NA,NA,0.0632,NA,0,NA,NA,NA,0.14587737843552,0,0.736,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,32.4,0,51700,0,63.7,0,380.1,0.6
"10",2000-12-31,NA,0.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0795,NA,0,NA,9.9345794392523,NA,0.12696004046535,NA,0.7422,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,31.89,0,NA,NA,54.7,0,359.3,NA
"11",1999-12-31,NA,0.65,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,597.1,NA,1.9673805601318,0.101,0,597.1,NA,8.6509433962264,0,0.10917030567686,NA,0.8432,0,597.1,0,0,NA,0.13179571663921,NA,0,NA,0,1.9673805601318,NA,NA,0,NA,NA,NA,NA,40,14.9275,303.5,NA
